PLAYER,SEASON,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
James Jett,2001,6.0,50.0,8.3,13.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Jett,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Jones,2007,50.0,718.0,14.5,79.0,2.0,0.0,0.0,,,0.0,3.0,2.0
James Jones,2008,27.0,342.0,10.5,46.0,2.0,0.0,0.0,,,0.0,0.0,0.0
James Jones,2009,43.0,590.0,14.5,74.0,6.0,0.0,0.0,,,0.0,0.0,0.0
James Jones,2010,69.0,902.0,11.9,66.0,8.0,0.0,0.0,,,0.0,3.0,1.0
James Jones,2011,40.0,665.0,16.2,70.0,7.0,0.0,0.0,,,0.0,1.0,0.0
James Jones,2012,75.0,944.0,12.4,49.0,15.0,0.0,0.0,,,0.0,0.0,0.0
James Jones,2013,66.0,909.0,15.8,83.0,3.0,0.0,0.0,,,0.0,2.0,1.0
James Jones,2014,79.0,731.0,9.5,42.0,6.0,0.0,0.0,,,0.0,3.0,1.0
James Jones,2015,72.0,1158.0,16.8,65.0,8.0,0.0,0.0,,,0.0,2.0,1.0
James Jordan,2002,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Jordan,2003,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1978,46.0,818.0,17.5,58.0,6.0,3.0,13.0,4.3,15.0,0.0,2.0,0.0
James Lofton,1979,54.0,968.0,17.4,52.0,4.0,1.0,-1.0,-1.0,-1.0,0.0,5.0,0.0
James Lofton,1980,71.0,1226.0,16.9,47.0,4.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1981,71.0,1294.0,18.5,75.0,8.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1982,43.0,857.0,20.2,80.0,6.0,6.0,159.0,26.5,83.0,2.0,0.0,0.0
James Lofton,1983,58.0,1300.0,23.2,74.0,8.0,9.0,36.0,3.8,13.0,0.0,0.0,0.0
James Lofton,1984,62.0,1361.0,21.4,79.0,7.0,10.0,82.0,9.2,26.0,0.0,1.0,1.0
James Lofton,1985,69.0,1153.0,17.5,56.0,4.0,4.0,14.0,3.5,21.0,0.0,3.0,1.0
James Lofton,1986,64.0,840.0,13.1,36.0,4.0,0.0,0.0,,,0.0,3.0,2.0
James Lofton,1987,41.0,880.0,22.5,49.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
James Lofton,1988,28.0,549.0,19.1,57.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1989,11.0,232.0,21.6,47.0,4.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1990,48.0,1035.0,22.5,71.0,7.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1991,68.0,1209.0,15.5,77.0,9.0,1.0,-3.0,-3.0,-3.0,0.0,3.0,1.0
James Lofton,1992,57.0,858.0,15.1,50.0,7.0,0.0,0.0,,,0.0,0.0,0.0
James Lofton,1993,28.0,366.0,14.5,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Maness,1985,1.0,34.0,34.0,34.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James McDonald,1983,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James McDonald,1984,6.0,73.0,12.9,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James McDonald,1985,10.0,162.0,18.4,35.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James McDonald,1987,4.0,31.0,8.0,13.0,2.0,0.0,0.0,,,0.0,0.0,0.0
James McKeehan,1995,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James McKeehan,1996,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James McKeehan,1997,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James McKnight,1994,1.0,25.0,25.0,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James McKnight,1995,6.0,91.0,14.7,24.0,0.0,0.0,0.0,,,0.0,1.0,0.0
James McKnight,1996,1.0,73.0,73.0,73.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James McKnight,1997,34.0,637.0,21.0,60.0,6.0,0.0,0.0,,,0.0,1.0,1.0
James McKnight,1998,21.0,346.0,15.5,59.0,2.0,0.0,0.0,,,0.0,0.0,0.0
James McKnight,2000,52.0,926.0,16.9,48.0,2.0,0.0,0.0,,,0.0,1.0,1.0
James McKnight,2001,59.0,710.0,12.5,40.0,3.0,6.0,39.0,6.5,18.0,0.0,4.0,3.0
James McKnight,2002,29.0,528.0,20.3,77.0,2.0,7.0,58.0,8.7,19.0,0.0,2.0,2.0
James McKnight,2003,23.0,285.0,13.2,80.0,2.0,2.0,75.0,37.5,68.0,1.0,1.0,0.0
James Milling,1988,5.0,66.0,13.2,34.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Milling,1990,18.0,161.0,8.3,24.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Milling,1991,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Milling,1992,3.0,25.0,8.3,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Mitchell,2022,13.0,122.0,10.2,22.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Murphy,1981,4.0,72.0,18.0,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Noble,1986,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Noble,1987,10.0,78.0,7.3,18.0,2.0,0.0,0.0,,,0.0,2.0,2.0
James Owens,1980,9.0,133.0,14.9,29.0,0.0,0.0,0.0,,,0.0,3.0,0.0
James Proche,2020,1.0,14.0,14.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Proche,2021,23.0,268.0,11.8,32.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Proche,2022,8.0,62.0,7.6,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Proche,2023,4.0,34.0,6.7,22.0,0.0,0.0,0.0,,,0.0,2.0,2.0
James Pruitt,1986,15.0,235.0,16.5,27.0,2.0,0.0,0.0,,,0.0,4.0,1.0
James Pruitt,1987,26.0,404.0,15.8,37.0,3.0,0.0,0.0,,,0.0,1.0,0.0
James Pruitt,1988,4.0,76.0,19.0,19.0,0.0,0.0,0.0,,,0.0,2.0,2.0
James Pruitt,1989,5.0,71.0,18.6,40.0,1.0,0.0,0.0,,,0.0,2.0,1.0
James Pruitt,1990,13.0,235.0,18.2,35.0,3.0,0.0,0.0,,,0.0,0.0,0.0
James Pruitt,1991,2.0,30.0,15.0,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Roe,1996,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Roe,1997,7.0,124.0,18.8,29.0,0.0,0.0,0.0,,,0.0,1.0,0.0
James Roe,1998,8.0,115.0,14.7,27.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Scott,1976,26.0,512.0,18.2,63.0,6.0,2.0,-4.0,-2.0,3.0,0.0,0.0,0.0
James Scott,1977,53.0,838.0,17.6,72.0,3.0,0.0,0.0,,,0.0,1.0,0.0
James Scott,1978,42.0,759.0,18.6,59.0,5.0,0.0,0.0,,,0.0,1.0,0.0
James Scott,1979,21.0,382.0,19.8,64.0,3.0,0.0,0.0,,,0.0,0.0,0.0
James Scott,1980,36.0,696.0,20.1,64.0,3.0,0.0,0.0,,,0.0,0.0,0.0
James Scott,1982,2.0,44.0,22.0,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Scott,1983,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Shibest,1987,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Thompson,1978,7.0,113.0,19.9,46.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Thrash,1997,2.0,24.0,12.0,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Thrash,1998,10.0,163.0,16.2,28.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Thrash,1999,3.0,44.0,14.7,25.0,0.0,2.0,38.0,19.0,37.0,0.0,0.0,0.0
James Thrash,2000,50.0,653.0,13.4,50.0,2.0,10.0,82.0,7.0,34.0,0.0,1.0,1.0
James Thrash,2001,74.0,984.0,12.2,64.0,8.0,8.0,54.0,6.2,24.0,0.0,1.0,1.0
James Thrash,2002,58.0,735.0,14.5,42.0,7.0,20.0,130.0,6.7,32.0,2.0,1.0,1.0
James Thrash,2003,51.0,576.0,11.8,51.0,1.0,5.0,52.0,10.4,47.0,0.0,0.0,0.0
James Thrash,2004,17.0,203.0,10.9,31.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Thrash,2005,15.0,199.0,14.6,41.0,0.0,1.0,8.0,8.0,8.0,0.0,1.0,0.0
James Thrash,2006,12.0,151.0,12.1,27.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Thrash,2007,9.0,107.0,8.4,31.0,2.0,0.0,0.0,,,0.0,1.0,0.0
James Thrash,2008,11.0,97.0,9.3,29.0,1.0,0.0,0.0,,,0.0,0.0,0.0
James Washington,2018,23.0,375.0,14.4,54.0,3.0,0.0,0.0,,,0.0,0.0,0.0
James Washington,2019,54.0,943.0,18.3,79.0,5.0,0.0,0.0,,,0.0,1.0,1.0
James Washington,2020,35.0,464.0,14.2,50.0,5.0,0.0,0.0,,,0.0,0.0,0.0
James Washington,2021,29.0,346.0,11.9,42.0,3.0,2.0,13.0,6.5,12.0,0.0,0.0,0.0
James Washington,2022,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Whalen,2000,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Whalen,2001,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Whalen,2002,17.0,152.0,9.9,33.0,0.0,0.0,0.0,,,0.0,0.0,0.0
James Whalen,2003,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
James Wright,2014,7.0,111.0,15.4,30.0,1.0,3.0,30.0,10.0,13.0,0.0,0.0,0.0
James Wright,2016,18.0,145.0,7.7,15.0,0.0,2.0,-6.0,-3.0,2.0,0.0,0.0,0.0
James Wright,2018,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jameson Konz,2011,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jameson Williams,2022,1.0,41.0,41.0,41.0,1.0,1.0,40.0,40.0,40.0,0.0,0.0,0.0
Jameson Williams,2023,32.0,451.0,14.7,63.0,3.0,4.0,71.0,17.8,42.0,2.0,1.0,0.0
Jamie Asher,1995,14.0,172.0,13.0,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Asher,1996,42.0,481.0,12.2,34.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Asher,1997,49.0,474.0,9.3,24.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Asher,1998,28.0,294.0,10.4,28.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Holland,1987,6.0,138.0,22.8,45.0,0.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0
Jamie Holland,1988,39.0,536.0,14.3,45.0,1.0,3.0,19.0,6.3,10.0,0.0,1.0,1.0
Jamie Holland,1989,26.0,336.0,13.1,37.0,0.0,6.0,46.0,6.6,24.0,0.0,0.0,0.0
Jamie Holland,1990,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,1.0
Jamie Holland,1991,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Holland,1992,2.0,27.0,13.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Kurisko,1987,1.0,41.0,41.0,41.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Petrowski,2007,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Petrowski,2008,4.0,81.0,19.8,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1983,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1984,41.0,545.0,12.9,32.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Jamie Williams,1985,39.0,444.0,10.9,29.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Jamie Williams,1986,22.0,227.0,12.9,33.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1987,14.0,165.0,11.8,25.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1988,7.0,60.0,8.6,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1989,5.0,51.0,8.6,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1990,10.0,67.0,6.9,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1991,22.0,235.0,9.1,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1992,7.0,76.0,11.1,21.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Jamie Williams,1993,19.0,176.0,9.5,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jamie Williams,1994,3.0,25.0,8.3,16.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jamin Elliott,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamin Elliott,2003,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamin Elliott,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jamison Crowder,2015,66.0,660.0,9.0,44.0,3.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0
Jamison Crowder,2016,70.0,885.0,12.9,55.0,7.0,2.0,-2.0,-1.0,7.0,0.0,3.0,1.0
Jamison Crowder,2017,70.0,821.0,10.1,41.0,4.0,7.0,34.0,4.7,11.0,0.0,6.0,3.0
Jamison Crowder,2018,29.0,388.0,13.9,79.0,2.0,4.0,30.0,5.2,25.0,0.0,0.0,0.0
Jamison Crowder,2019,81.0,872.0,10.6,41.0,7.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Jamison Crowder,2020,59.0,699.0,11.4,69.0,6.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0
Jamison Crowder,2021,52.0,451.0,8.5,29.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Jamison Crowder,2022,8.0,81.0,10.4,16.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jamison Crowder,2023,22.0,226.0,9.7,26.0,1.0,0.0,0.0,,,0.0,3.0,1.0
Jammi German,1998,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jammi German,1999,12.0,219.0,21.7,62.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jammi German,2000,1.0,10.0,10.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jammi German,2001,7.0,65.0,9.0,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jan Barrett,1963,2.0,18.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jan Barrett,1964,12.0,212.0,18.2,41.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jan White,1971,13.0,130.0,9.6,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jan White,1972,12.0,148.0,13.0,18.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Janarion Grant,2018,6.0,61.0,9.9,26.0,0.0,0.0,0.0,,,0.0,3.0,1.0
Jaquarii Roberson,2022,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jared Abbrederis,2015,16.0,186.0,10.4,32.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jared Abbrederis,2016,9.0,108.0,11.1,40.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Jared Abbrederis,2017,11.0,128.0,11.9,25.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Jared Bernhardt,2022,5.0,102.0,19.1,34.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jared Cook,2009,21.0,194.0,8.3,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jared Cook,2010,37.0,493.0,14.6,36.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jared Cook,2011,57.0,859.0,15.0,80.0,3.0,0.0,0.0,,,0.0,2.0,2.0
Jared Cook,2012,49.0,602.0,13.4,61.0,4.0,0.0,0.0,,,0.0,1.0,1.0
Jared Cook,2013,56.0,758.0,14.4,47.0,6.0,0.0,0.0,,,0.0,1.0,1.0
Jared Cook,2014,55.0,676.0,13.0,59.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Cook,2015,41.0,489.0,10.8,49.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Jared Cook,2016,57.0,691.0,10.9,47.0,4.0,0.0,0.0,,,0.0,1.0,1.0
Jared Cook,2017,57.0,722.0,11.7,35.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Jared Cook,2018,70.0,920.0,12.0,45.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Jared Cook,2019,48.0,759.0,16.5,61.0,9.0,0.0,0.0,,,0.0,0.0,0.0
Jared Cook,2020,46.0,572.0,12.7,46.0,7.0,0.0,0.0,,,0.0,2.0,2.0
Jared Cook,2021,48.0,564.0,12.3,42.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Jared Pinkney,2020,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jared Pinkney,2021,1.0,10.0,10.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jared Pinkney,2022,2.0,28.0,14.0,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jared Scott,2022,2.0,19.0,9.5,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jared Wayne,2023,1.0,19.0,19.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jarett Dillard,2009,12.0,154.0,15.5,33.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jarett Dillard,2011,33.0,326.0,9.8,25.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Jarius Hayes,1996,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jarius Hayes,1998,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jarius Wright,2012,30.0,445.0,15.0,65.0,3.0,3.0,31.0,10.3,20.0,0.0,0.0,0.0
Jarius Wright,2013,29.0,460.0,15.6,42.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jarius Wright,2014,46.0,639.0,13.3,87.0,2.0,6.0,88.0,14.7,27.0,0.0,0.0,0.0
Jarius Wright,2015,41.0,527.0,12.7,52.0,0.0,1.0,29.0,29.0,29.0,0.0,1.0,1.0
Jarius Wright,2016,15.0,128.0,10.2,26.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jarius Wright,2017,28.0,330.0,11.8,33.0,2.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Jarius Wright,2018,46.0,494.0,11.0,33.0,1.0,2.0,39.0,19.5,34.0,0.0,3.0,1.0
Jarius Wright,2019,28.0,296.0,11.1,33.0,0.0,1.0,-7.0,-7.0,-7.0,0.0,0.0,0.0
Jaron Brown,2013,22.0,285.0,13.4,55.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jaron Brown,2014,27.0,339.0,11.8,51.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Jaron Brown,2015,18.0,239.0,13.7,39.0,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Jaron Brown,2016,14.0,237.0,17.0,51.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jaron Brown,2017,34.0,494.0,16.1,52.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Jaron Brown,2018,18.0,266.0,12.3,45.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Jaron Brown,2019,19.0,290.0,14.8,48.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Jarrett Boykin,2012,18.0,193.0,8.5,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jarrett Boykin,2013,55.0,744.0,14.4,52.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Jarrett Boykin,2014,7.0,53.0,7.8,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jarrod Delaney,1989,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jarvis Landry,2014,91.0,831.0,9.5,26.0,5.0,2.0,-4.0,-2.0,4.0,0.0,8.0,4.0
Jarvis Landry,2015,121.0,1272.0,10.4,50.0,5.0,18.0,113.0,6.1,22.0,1.0,1.0,0.0
Jarvis Landry,2016,114.0,1312.0,12.0,71.0,4.0,5.0,17.0,2.2,13.0,0.0,2.0,2.0
Jarvis Landry,2017,115.0,1033.0,9.2,49.0,9.0,1.0,-7.0,-7.0,-7.0,0.0,4.0,2.0
Jarvis Landry,2018,86.0,1035.0,12.2,51.0,4.0,3.0,60.0,16.5,51.0,1.0,1.0,1.0
Jarvis Landry,2019,83.0,1174.0,15.4,65.0,6.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0
Jarvis Landry,2020,84.0,952.0,11.8,40.0,5.0,4.0,10.0,2.7,5.0,1.0,2.0,0.0
Jarvis Landry,2021,52.0,570.0,10.3,38.0,2.0,6.0,40.0,6.7,16.0,2.0,3.0,2.0
Jarvis Landry,2022,27.0,307.0,10.5,40.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Jason Avant,2006,7.0,68.0,9.2,18.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Jason Avant,2007,23.0,267.0,11.3,31.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Jason Avant,2008,48.0,533.0,10.9,31.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jason Avant,2009,50.0,744.0,14.3,58.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Jason Avant,2010,63.0,701.0,10.8,34.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jason Avant,2011,54.0,713.0,13.5,35.0,1.0,0.0,0.0,,,0.0,2.0,2.0
Jason Avant,2012,54.0,670.0,12.4,39.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jason Avant,2013,53.0,588.0,11.2,31.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Jason Avant,2014,72.0,782.0,10.9,41.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
Jason Avant,2015,20.0,197.0,8.6,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Brownlee,2023,15.0,158.0,10.1,26.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jason Burleson,1993,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Carter,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Carter,2007,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Croom,2017,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Croom,2018,25.0,319.0,13.8,26.0,2.0,0.0,0.0,,,0.0,2.0,2.0
Jason Croom,2019,2.0,27.0,13.5,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Croom,2020,1.0,3.0,3.0,3.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jason Croom,2021,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,1996,15.0,332.0,26.6,58.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,1997,7.0,93.0,13.3,31.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,1998,18.0,132.0,7.8,21.0,0.0,1.0,-5.0,-5.0,-5.0,0.0,1.0,0.0
Jason Dunn,2000,2.0,26.0,13.0,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2001,4.0,54.0,14.7,28.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2002,2.0,16.0,8.0,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2003,5.0,35.0,7.0,15.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2004,17.0,120.0,6.8,17.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2005,5.0,53.0,8.0,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2006,4.0,40.0,8.8,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Dunn,2007,2.0,9.0,4.5,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Franci,1966,1.0,8.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Gavadza,2000,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Hill,2007,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Hill,2008,41.0,521.0,12.7,37.0,3.0,5.0,32.0,6.4,14.0,0.0,2.0,0.0
Jason Hill,2009,15.0,167.0,10.5,30.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jason Hill,2010,24.0,544.0,24.8,48.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jason Hill,2011,32.0,458.0,12.8,74.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Jason Hill,2012,6.0,50.0,6.7,19.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jason McAddley,2002,25.0,362.0,13.7,42.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jason McAddley,2003,4.0,53.0,17.2,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason McAddley,2004,2.0,38.0,19.0,36.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Jason McAddley,2005,7.0,125.0,19.6,38.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Moore,2019,4.0,64.0,14.2,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Moore,2020,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Moore,2021,6.0,87.0,14.5,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Moore,2022,3.0,30.0,8.8,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Peters,2004,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Pociask,2007,1.0,7.0,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Rader,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Rader,2008,3.0,43.0,14.3,26.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Jason Rader,2009,2.0,9.0,4.5,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Tucker,1999,27.0,506.0,18.2,90.0,2.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Jason Tucker,2000,13.0,126.0,9.4,18.0,0.0,4.0,42.0,9.2,17.0,1.0,3.0,2.0
Jason Vander Laan,2016,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Vander Laan,2017,1.0,12.0,12.0,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Vander Laan,2018,1.0,22.0,22.0,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Vander Laan,2019,3.0,22.0,7.3,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Willis,2004,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jason Witten,2003,39.0,377.0,12.0,36.0,1.0,0.0,0.0,,,0.0,0.0,0.0
