PLAYER,COMP,ATT,YDS,AVG,TD,INT,SCK,SCKY,RATE,ATT.1,YDS.1,AVG.1,TD.1,FUM,LOST
Shawn Moore,17.0,34.0,232.0,4.8,0.0,3.0,6.0,50.0,50.2,8.0,39.0,4.9,0.0,3.0,2.0
Sherdrick Bonner,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Shorty Elness,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Sid Luckman,949.0,1829.0,15407.0,8.7,144.0,136.0,0.0,260.0,76.9,221.0,-203.0,-1.1,6.0,15.0,0.0
Sid Nichols,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Skylar Thompson,154.0,260.0,1600.0,6.8,10.0,9.0,18.0,141.0,78.1,32.0,77.0,3.0,0.0,7.0,3.0
Solly Sherman,4.0,10.0,58.0,6.4,1.0,0.0,0.0,0.0,72.2,13.0,-1.0,-0.1,0.0,0.0,0.0
Sonny Gibbs,1.0,3.0,3.0,0.8,0.0,1.0,0.0,0.0,28.2,0.0,0.0,,0.0,0.0,0.0
Sonny Jurgensen,2439.0,4274.0,32302.0,7.6,255.0,192.0,241.0,2549.0,81.9,181.0,493.0,2.8,15.0,50.0,0.0
Spergon Wynn,70.0,152.0,585.0,3.3,1.0,7.0,23.0,154.0,43.2,11.0,76.0,7.0,0.0,5.0,4.0
Stan Gelbaugh,192.0,391.0,2100.0,5.9,10.0,22.0,46.0,377.0,55.5,28.0,108.0,3.4,0.0,14.0,6.0
Stan Heath,26.0,106.0,355.0,2.7,1.0,14.0,0.0,40.0,12.0,10.0,25.0,1.9,1.0,2.0,0.0
Stan Humphries,1549.0,2744.0,18538.0,7.0,95.0,97.0,156.0,1282.0,75.8,163.0,399.0,2.5,7.0,42.0,14.0
Stan Pincura,22.0,60.0,332.0,9.6,1.0,10.0,0.0,0.0,46.6,7.0,-28.0,-3.3,0.0,0.0,0.0
Stan White,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Stefan LeFors,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Stephen McGee,160.0,265.0,1640.0,5.8,8.0,2.0,21.0,148.0,81.6,37.0,191.0,4.4,0.0,2.0,1.0
Stephen Morris,101.0,170.0,1135.0,6.8,6.0,2.0,6.0,18.0,83.7,25.0,79.0,4.0,3.0,3.0,2.0
Stetson Bennett,36.0,62.0,347.0,4.7,1.0,3.0,4.0,41.0,54.5,3.0,6.0,2.5,1.0,0.0,0.0
Steve Banas,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,16.0,6.0,0.3,0.0,0.0,0.0
Steve Bartkowski,2054.0,3678.0,25654.0,7.0,166.0,153.0,388.0,3231.0,75.6,185.0,251.0,1.5,11.0,66.0,16.0
Steve Beuerlein,1910.0,3359.0,24317.0,7.4,148.0,113.0,332.0,2124.0,80.8,231.0,501.0,2.7,5.0,83.0,38.0
Steve Bono,947.0,1728.0,10576.0,6.4,63.0,45.0,76.0,565.0,76.5,125.0,257.0,2.6,7.0,34.0,21.0
Steve Bradley,6.0,18.0,77.0,4.3,2.0,3.0,3.0,24.0,45.1,1.0,-3.0,-3.0,0.0,0.0,0.0
Steve Buchanan,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Steve DeBerg,3055.0,5323.0,36459.0,7.0,206.0,217.0,319.0,2652.0,76.5,211.0,191.0,0.9,7.0,86.0,34.0
Steve Dils,508.0,979.0,5860.0,6.0,28.0,33.0,81.0,583.0,68.6,45.0,71.0,1.3,1.0,25.0,7.0
Steve Fuller,627.0,1107.0,7454.0,6.3,30.0,42.0,166.0,1143.0,69.8,195.0,953.0,4.7,11.0,36.0,7.0
Steve Grogan,1927.0,3688.0,27457.0,7.4,185.0,215.0,256.0,2051.0,71.0,454.0,2230.0,4.6,35.0,82.0,15.0
Steve Hokuf,21.0,70.0,308.0,5.1,3.0,10.0,0.0,0.0,49.4,53.0,179.0,3.6,0.0,0.0,0.0
Steve Joachim,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Steve Matthews,28.0,43.0,299.0,6.6,0.0,0.0,1.0,0.0,83.0,1.0,10.0,10.0,0.0,1.0,1.0
Steve McNair,2917.0,4855.0,33068.0,6.9,180.0,130.0,268.0,1647.0,82.6,724.0,3945.0,5.3,43.0,100.0,44.0
Steve Myer,83.0,160.0,851.0,4.6,6.0,14.0,9.0,80.0,46.5,9.0,11.0,1.4,0.0,3.0,0.0
Steve Nemeth,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,,0.0,0.0,0.0
Steve Pelluer,548.0,974.0,6870.0,6.6,29.0,39.0,81.0,570.0,71.0,142.0,858.0,5.9,6.0,18.0,3.0
Steve Pisarkiewicz,64.0,143.0,804.0,4.6,3.0,7.0,17.0,112.0,54.8,16.0,19.0,1.7,0.0,7.0,0.0
Steve Ramsey,456.0,921.0,6437.0,6.7,35.0,58.0,110.0,792.0,62.7,33.0,108.0,3.8,2.0,17.0,0.0
Steve Romanik,230.0,558.0,3206.0,5.3,17.0,47.0,0.0,372.0,47.7,29.0,36.0,0.9,4.0,7.0,0.0
Steve Slayden,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Steve Sloan,10.0,31.0,134.0,7.8,0.0,4.0,13.0,110.0,45.2,1.0,2.0,2.0,0.0,0.0,0.0
Steve Spurrier,597.0,1151.0,6878.0,6.1,40.0,60.0,85.0,666.0,61.4,60.0,273.0,4.2,2.0,19.0,0.0
Steve Stenstrom,177.0,314.0,1895.0,5.8,4.0,12.0,32.0,227.0,62.4,22.0,100.0,4.7,2.0,10.0,4.0
Steve Sullivan,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Steve Tensi,369.0,862.0,5558.0,6.5,43.0,46.0,79.0,635.0,58.7,47.0,82.0,1.6,0.0,14.0,0.0
Steve Walsh,930.0,1728.0,10332.0,5.5,54.0,68.0,53.0,375.0,62.2,107.0,77.0,0.8,1.0,28.0,11.0
Steve Young,2959.0,4620.0,36450.0,7.8,252.0,120.0,384.0,2183.0,93.5,818.0,4833.0,5.6,51.0,77.0,37.0
Steven Montez,22.0,34.0,136.0,3.6,1.0,1.0,1.0,0.0,66.3,4.0,22.0,8.4,0.0,0.0,0.0
Stoney Case,163.0,318.0,1826.0,6.1,4.0,15.0,39.0,280.0,57.6,60.0,270.0,3.8,5.0,6.0,5.0
Stu Clancy,1.0,3.0,35.0,11.7,0.0,0.0,0.0,0.0,78.5,77.0,235.0,2.8,3.0,0.0,0.0
T J Rubley,112.0,195.0,1377.0,7.7,8.0,7.0,13.0,106.0,80.6,31.0,108.0,3.9,0.0,5.0,3.0
T J Yates,360.0,639.0,4230.0,6.4,18.0,21.0,64.0,352.0,73.1,50.0,152.0,2.6,1.0,19.0,8.0
Tanner Lee,15.0,30.0,201.0,6.0,0.0,0.0,5.0,28.0,68.9,5.0,20.0,4.0,0.0,2.0,1.0
Tanner McKee,39.0,72.0,453.0,6.7,1.0,0.0,6.0,32.0,81.2,2.0,12.0,6.0,0.0,0.0,0.0
Tanner Morgan,6.0,12.0,32.0,1.8,0.0,1.0,2.0,23.0,36.4,4.0,-3.0,-0.8,0.0,2.0,0.0
Tarvaris Jackson,772.0,1302.0,8719.0,6.7,48.0,39.0,107.0,649.0,82.7,196.0,766.0,3.8,6.0,27.0,12.0
Taryn Christion,12.0,20.0,148.0,5.2,1.0,1.0,2.0,17.0,64.2,7.0,25.0,3.0,0.0,1.0,1.0
Taylor Heinicke,783.0,1249.0,8482.0,7.0,48.0,34.0,85.0,604.0,83.2,154.0,804.0,4.7,5.0,19.0,8.0
Taysom Hill,277.0,426.0,3198.0,9.2,15.0,12.0,41.0,251.0,84.8,355.0,1984.0,5.4,23.0,22.0,10.0
Ted Illman,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ted Marchibroda,172.0,385.0,2169.0,4.7,16.0,29.0,0.0,140.0,52.0,50.0,176.0,2.2,3.0,6.0,0.0
Ted White,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Teddy Bridgewater,1586.0,2387.0,17419.0,7.1,91.0,48.0,186.0,1235.0,91.5,238.0,896.0,3.8,11.0,22.0,8.0
Tee Martin,6.0,16.0,69.0,6.2,0.0,1.0,1.0,5.0,57.1,6.0,36.0,6.5,0.0,3.0,1.0
Terrelle Pryor,206.0,366.0,2425.0,6.4,12.0,15.0,40.0,275.0,67.2,121.0,879.0,6.9,5.0,9.0,2.0
Terry Baker,12.0,21.0,154.0,7.4,0.0,4.0,7.0,63.0,62.5,58.0,210.0,3.4,1.0,4.0,0.0
Terry Bradshaw,2286.0,4357.0,31822.0,7.5,242.0,236.0,331.0,2878.0,75.3,496.0,2531.0,4.8,35.0,94.0,10.0
Terry Hanratty,170.0,441.0,2567.0,6.6,24.0,35.0,35.0,305.0,58.5,21.0,99.0,3.7,1.0,11.0,0.0
Terry Luck,25.0,50.0,316.0,5.6,1.0,7.0,1.0,8.0,31.1,3.0,-2.0,-0.2,0.0,1.0,0.0
Terry Nofsinger,118.0,260.0,1357.0,6.4,4.0,12.0,25.0,238.0,65.7,31.0,65.0,1.9,3.0,8.0,0.0
Terry Nugent,3.0,5.0,47.0,9.4,0.0,0.0,1.0,9.0,91.2,2.0,1.0,0.5,0.0,0.0,0.0
Tex Grigg,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Thad Lewis,12.0,21.0,97.0,4.6,0.0,0.0,1.0,7.0,69.0,4.0,10.0,2.5,0.0,1.0,1.0
Tilly Manton,6.0,10.0,67.0,7.4,0.0,0.0,0.0,0.0,85.9,44.0,101.0,1.5,0.0,0.0,0.0
Tim Boyle,259.0,434.0,2351.0,5.4,20.0,18.0,21.0,130.0,75.5,38.0,12.0,0.6,0.0,6.0,2.0
Tim Couch,1025.0,1714.0,11131.0,6.4,64.0,67.0,166.0,1119.0,74.8,124.0,556.0,4.5,2.0,37.0,14.0
Tim Hasselbeck,95.0,177.0,1012.0,6.0,5.0,7.0,9.0,44.0,74.2,18.0,37.0,1.5,0.0,3.0,2.0
Tim Rattay,488.0,811.0,5520.0,6.1,36.0,29.0,73.0,435.0,83.0,52.0,95.0,1.6,0.0,24.0,11.0
Tim Riordan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,1.0,3.0,3.0,0.0,0.0,0.0
Tim Tebow,250.0,514.0,3679.0,7.1,22.0,13.0,62.0,372.0,79.6,237.0,1222.0,4.8,14.0,18.0,8.0
Tim Van Galder,40.0,79.0,434.0,6.1,1.0,7.0,10.0,76.0,45.5,9.0,28.0,5.5,0.0,3.0,0.0
Timm Rosenbach,295.0,551.0,3676.0,5.9,16.0,24.0,52.0,336.0,63.0,101.0,507.0,4.8,3.0,16.0,7.0
Tobin Rote,1377.0,2997.0,19635.0,6.5,156.0,194.0,14.0,1978.0,58.5,651.0,3181.0,4.6,39.0,70.0,1.0
Todd Blackledge,436.0,902.0,5366.0,6.6,29.0,40.0,75.0,586.0,67.0,85.0,358.0,4.7,2.0,26.0,10.0
Todd Bouman,167.0,297.0,2180.0,6.6,15.0,13.0,19.0,138.0,78.2,26.0,91.0,2.7,0.0,9.0,5.0
Todd Collins,477.0,841.0,5328.0,6.2,26.0,28.0,76.0,511.0,74.4,86.0,154.0,2.0,0.0,22.0,8.0
Todd Doxzon,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,6.0,3.0,0.0,0.0,0.0
Todd Hons,43.0,92.0,552.0,6.0,5.0,5.0,9.0,67.0,62.1,5.0,49.0,7.9,0.0,2.0,0.0
Todd Husak,2.0,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,79.2,1.0,-1.0,-1.0,0.0,0.0,0.0
Todd Krueger,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Todd Marinovich,116.0,228.0,1485.0,5.7,8.0,13.0,22.0,170.0,59.4,12.0,44.0,4.0,0.0,5.0,3.0
Todd Philcox,85.0,173.0,1138.0,4.7,7.0,11.0,18.0,119.0,50.1,4.0,5.0,1.2,1.0,4.0,2.0
Todd Santos,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Todd Whitten,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,-6.0,-3.0,0.0,0.0,0.0
Tom Brady,9208.0,14349.0,105514.0,7.4,762.0,262.0,660.0,4195.0,96.4,817.0,1304.0,1.9,35.0,154.0,62.0
Tom Brandstater,24.0,48.0,304.0,9.0,0.0,1.0,8.0,48.0,69.1,2.0,4.0,2.0,0.0,1.0,0.0
Tom Clements,7.0,12.0,77.0,6.4,0.0,0.0,3.0,30.0,77.4,2.0,0.0,0.0,0.0,2.0,0.0
Tom Colella,27.0,75.0,336.0,4.4,4.0,10.0,0.0,0.0,40.6,53.0,208.0,2.1,2.0,0.0,0.0
Tom Dimitroff,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,,0.0,0.0,0.0
Tom Dublinski,94.0,179.0,1318.0,6.9,8.0,13.0,0.0,102.0,62.7,30.0,107.0,2.8,1.0,7.0,0.0
Tom Duniven,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Tom Farris,8.0,23.0,108.0,3.8,1.0,2.0,0.0,0.0,52.1,13.0,-14.0,-0.3,0.0,2.0,0.0
Tom Flick,47.0,106.0,506.0,3.6,2.0,10.0,10.0,80.0,48.1,6.0,5.0,1.8,1.0,4.0,2.0
Tom Flores,841.0,1721.0,12008.0,7.2,94.0,92.0,37.0,316.0,68.4,83.0,307.0,3.5,5.0,10.0,0.0
Tom Greene,27.0,63.0,251.0,4.0,1.0,6.0,0.0,0.0,43.0,7.0,44.0,4.9,0.0,2.0,0.0
Tom Hodson,174.0,320.0,1823.0,5.7,7.0,11.0,41.0,300.0,67.5,21.0,90.0,4.5,0.0,9.0,7.0
Tom Murphy,3.0,9.0,8.0,0.9,0.0,1.0,0.0,0.0,28.2,12.0,37.0,3.4,0.0,0.0,0.0
Tom Owen,182.0,371.0,2444.0,5.7,15.0,27.0,43.0,364.0,57.7,19.0,36.0,1.8,1.0,8.0,0.0
Tom Ramsey,108.0,214.0,1285.0,5.3,7.0,10.0,20.0,122.0,55.5,21.0,82.0,2.3,1.0,5.0,2.0
Tom Savage,287.0,473.0,3038.0,6.3,11.0,8.0,40.0,307.0,84.1,21.0,19.0,1.7,0.0,13.0,10.0
Tom Sherman,94.0,230.0,1239.0,7.3,14.0,16.0,19.0,190.0,69.3,29.0,108.0,3.0,0.0,8.0,0.0
Tom Tupa,251.0,490.0,3231.0,6.5,10.0,24.0,44.0,342.0,64.6,47.0,181.0,3.1,1.0,12.0,4.0
Tom Yewcic,90.0,214.0,1413.0,5.3,12.0,13.0,1.0,11.0,58.8,73.0,438.0,5.5,4.0,16.0,0.0
Tommy DeVito,157.0,242.0,1554.0,6.1,10.0,5.0,46.0,237.0,86.2,51.0,241.0,4.6,1.0,2.0,1.0
Tommy Hughitt,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Tommy Kramer,2083.0,3791.0,25651.0,6.6,162.0,165.0,256.0,1643.0,71.7,225.0,549.0,2.7,8.0,64.0,24.0
Tommy Maddox,740.0,1296.0,8754.0,7.7,53.0,57.0,98.0,574.0,76.1,71.0,136.0,2.1,1.0,25.0,12.0
Tommy Mont,15.0,35.0,201.0,5.8,2.0,2.0,0.0,48.0,57.6,26.0,185.0,7.9,1.0,0.0,0.0
Tommy Stevens,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,24.0,6.0,0.0,0.0,0.0
Tommy Wade,34.0,69.0,470.0,5.2,2.0,13.0,17.0,168.0,41.0,8.0,43.0,4.6,0.0,6.0,0.0
Tony Banks,1278.0,2359.0,15315.0,6.5,77.0,73.0,227.0,1432.0,72.4,247.0,880.0,3.5,6.0,72.0,30.0
Tony Canadeo,56.0,129.0,875.0,7.5,9.0,12.0,0.0,0.0,64.5,94.0,489.0,6.0,3.0,0.0,0.0
Tony Eason,1032.0,1777.0,12719.0,7.0,72.0,57.0,209.0,1589.0,80.1,151.0,527.0,4.2,6.0,31.0,16.0
Tony Graziani,85.0,174.0,999.0,7.6,2.0,8.0,15.0,100.0,61.6,16.0,51.0,2.9,0.0,4.0,3.0
Tony Pike,16.0,31.0,91.0,2.1,0.0,0.0,4.0,26.0,53.5,2.0,9.0,4.5,0.0,0.0,0.0
Tony Robinson,11.0,18.0,152.0,8.4,0.0,2.0,2.0,12.0,48.6,2.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,3124.0,4787.0,37587.0,8.0,267.0,124.0,284.0,1932.0,98.1,254.0,665.0,2.7,5.0,76.0,31.0
Tony Sacca,4.0,11.0,29.0,1.6,0.0,2.0,0.0,0.0,6.5,0.0,0.0,,0.0,0.0,0.0
Tony Sarausky,14.0,54.0,149.0,1.7,1.0,3.0,0.0,0.0,44.0,58.0,249.0,4.5,2.0,0.0,0.0
Tory Woodbury,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Trace McSorley,157.0,290.0,1661.0,5.1,6.0,10.0,10.0,60.0,60.0,47.0,196.0,4.7,2.0,2.0,2.0
Travis Tidwell,33.0,79.0,493.0,4.9,5.0,7.0,0.0,148.0,53.3,40.0,147.0,4.2,2.0,3.0,0.0
Trent Dilfer,1818.0,3307.0,21489.0,6.5,117.0,133.0,277.0,1845.0,71.1,263.0,860.0,3.7,5.0,85.0,35.0
Trent Edwards,758.0,1233.0,8063.0,6.9,38.0,39.0,90.0,633.0,79.3,113.0,493.0,4.4,3.0,15.0,6.0
Trent Green,2301.0,3803.0,28845.0,7.6,164.0,116.0,264.0,1655.0,84.8,247.0,929.0,4.1,6.0,62.0,26.0
Trevone Boykin,80.0,139.0,973.0,6.9,4.0,6.0,12.0,83.0,73.1,32.0,166.0,4.9,2.0,3.0,0.0
Trevor Knight,7.0,28.0,87.0,2.2,0.0,1.0,1.0,5.0,32.2,11.0,26.0,1.3,0.0,1.0,0.0
Trevor Lawrence,1232.0,1929.0,12954.0,6.9,67.0,45.0,102.0,699.0,87.0,213.0,1031.0,4.9,11.0,34.0,21.0
Trevor Siemian,895.0,1518.0,9583.0,6.3,54.0,39.0,101.0,670.0,80.5,95.0,290.0,3.1,2.0,20.0,9.0
Trey Lance,108.0,192.0,1499.0,8.2,11.0,5.0,18.0,92.0,95.6,68.0,259.0,3.3,2.0,2.0,0.0
Troy Aikman,3218.0,5217.0,36791.0,7.1,188.0,158.0,293.0,1966.0,83.2,359.0,1103.0,2.8,10.0,63.0,29.0
Troy Smith,182.0,354.0,2519.0,8.6,10.0,9.0,37.0,238.0,77.3,83.0,377.0,4.4,6.0,11.0,2.0
Troy Taylor,12.0,20.0,125.0,4.3,2.0,1.0,2.0,3.0,80.5,9.0,43.0,7.6,1.0,0.0,0.0
Truett Smith,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0
Tua Tagovailoa,1161.0,1739.0,13427.0,7.9,84.0,40.0,94.0,643.0,95.3,142.0,414.0,2.7,6.0,29.0,8.0
Tuffy Leemans,74.0,166.0,959.0,7.1,12.0,12.0,0.0,0.0,66.7,95.0,150.0,1.4,3.0,0.0,0.0
Turk Schonert,311.0,505.0,3788.0,7.4,11.0,20.0,64.0,536.0,76.5,73.0,288.0,3.7,4.0,18.0,5.0
Two Bits Homan,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ty Detmer,560.0,967.0,6499.0,7.1,34.0,37.0,69.0,398.0,76.0,72.0,177.0,2.9,3.0,18.0,7.0
Tyler Bray,165.0,282.0,1853.0,6.0,8.0,5.0,18.0,133.0,75.5,9.0,8.0,0.6,0.0,5.0,4.0
Tyler Ferguson,4.0,11.0,34.0,3.5,0.0,0.0,0.0,0.0,61.4,2.0,-1.0,-0.5,0.0,0.0,0.0
Tyler Huntley,343.0,514.0,3145.0,6.3,17.0,9.0,35.0,197.0,87.3,154.0,714.0,4.5,5.0,11.0,5.0
Tyler Palko,166.0,289.0,1674.0,5.7,5.0,14.0,20.0,133.0,65.7,22.0,124.0,4.7,1.0,5.0,2.0
Tyler Thigpen,405.0,775.0,4695.0,5.8,29.0,35.0,53.0,334.0,61.6,112.0,587.0,5.4,3.0,8.0,2.0
Tyler Wilson,22.0,36.0,186.0,5.1,0.0,0.0,4.0,28.0,71.7,6.0,-10.0,-1.7,0.0,0.0,0.0
Tyrod Taylor,1338.0,2174.0,14794.0,6.6,79.0,41.0,214.0,1261.0,83.5,507.0,3013.0,6.4,22.0,33.0,8.0
Tyson Bagent,114.0,172.0,1015.0,6.0,3.0,7.0,9.0,59.0,72.1,30.0,134.0,3.3,4.0,4.0,2.0
Val Keckin,5.0,9.0,64.0,7.5,0.0,1.0,0.0,0.0,61.4,1.0,3.0,3.0,0.0,2.0,0.0
Vern Huffman,32.0,108.0,484.0,5.6,3.0,14.0,0.0,0.0,44.2,104.0,368.0,4.8,1.0,0.0,0.0
Vern Martin,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Vic Eaton,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,,0.0,0.0,0.0
Vic Spadaccini,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,9.0,46.0,4.8,0.0,0.0,0.0
Vince Evans,706.0,1398.0,9511.0,7.9,52.0,75.0,118.0,895.0,65.6,216.0,1162.0,5.4,14.0,39.0,15.0
Vince Ferragamo,1143.0,2090.0,14240.0,6.9,89.0,119.0,126.0,1017.0,68.0,75.0,87.0,1.5,4.0,20.0,11.0
Vince McCarthy,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Vince Oliver,4.0,10.0,22.0,1.2,0.0,0.0,0.0,0.0,45.6,11.0,-3.0,0.0,0.0,1.0,0.0
Vince Young,880.0,1525.0,10288.0,7.1,51.0,57.0,103.0,546.0,74.7,313.0,1693.0,6.1,14.0,46.0,13.0
Vinny Testaverde,3901.0,6890.0,47553.0,6.9,281.0,272.0,424.0,3028.0,75.9,440.0,1677.0,3.3,15.0,119.0,53.0
Virgil Carter,435.0,810.0,5151.0,7.2,29.0,33.0,54.0,415.0,71.9,113.0,667.0,5.3,8.0,15.0,0.0
Virgil Eikenberg,6.0,20.0,116.0,5.6,3.0,3.0,0.0,76.0,63.8,2.0,9.0,4.5,0.0,0.0,0.0
Wade Wilson,1490.0,2613.0,18605.0,7.3,106.0,108.0,244.0,1727.0,77.4,264.0,1118.0,4.0,9.0,39.0,13.0
Wally Foster,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Wally Richardson,1.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,56.2,1.0,0.0,0.0,0.0,1.0,0.0
Walt Holmer,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Walter Briggs,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0
Warren Moon,4247.0,7226.0,52195.0,7.3,308.0,247.0,482.0,3593.0,81.1,578.0,1850.0,3.2,22.0,177.0,65.0
Warren Plunkett,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Warren Rabb,101.0,251.0,1782.0,7.2,15.0,16.0,0.0,0.0,60.3,50.0,124.0,2.4,3.0,10.0,0.0
Wayne Clark,52.0,120.0,745.0,7.3,0.0,14.0,12.0,106.0,48.0,16.0,86.0,4.2,1.0,4.0,0.0
Wayne Gift,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,3.0,7.0,2.2,0.0,0.0,0.0
Wayne Johnson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Wee Willie Smith,2.0,5.0,37.0,7.4,1.0,1.0,0.0,0.0,66.2,80.0,323.0,3.1,2.0,0.0,0.0
Wendell Butcher,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,33.0,103.0,2.6,1.0,0.0,0.0
Wes Bradshaw,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Wes Fry,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Wild Bill Kelly,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Will Cureton,10.0,32.0,95.0,3.0,1.0,1.0,2.0,21.0,38.0,1.0,1.0,1.0,0.0,0.0,0.0
Will Furrer,57.0,124.0,572.0,3.3,2.0,10.0,9.0,74.0,40.9,8.0,20.0,1.6,0.0,4.0,0.0
Will Grier,166.0,260.0,1661.0,6.2,8.0,9.0,28.0,191.0,74.9,37.0,193.0,6.3,3.0,4.0,2.0
Will Levis,158.0,269.0,1893.0,6.8,8.0,5.0,32.0,200.0,81.0,26.0,63.0,2.7,1.0,7.0,4.0
Willie Gillus,2.0,5.0,28.0,5.6,0.0,0.0,3.0,14.0,58.8,0.0,0.0,,0.0,0.0,0.0
Willie Thrower,3.0,8.0,27.0,3.4,0.0,1.0,0.0,9.0,7.8,0.0,0.0,,0.0,0.0,0.0
Willie Totten,13.0,33.0,155.0,5.0,2.0,2.0,5.0,62.0,56.6,12.0,11.0,0.8,0.0,9.0,5.0
Woody Dow,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,5.0,13.0,0.1,0.0,0.0,0.0
Y A Tittle,2171.0,3938.0,28996.0,7.3,216.0,234.0,57.0,3046.0,73.6,296.0,985.0,3.1,33.0,61.0,1.0
Young Bussey,14.0,41.0,361.0,7.3,5.0,3.0,0.0,0.0,67.7,14.0,-29.0,-3.3,0.0,0.0,0.0
Zac Dysert,32.0,54.0,381.0,7.0,2.0,1.0,2.0,19.0,86.8,12.0,39.0,2.1,0.0,0.0,0.0
Zac Robinson,12.0,30.0,142.0,5.2,0.0,0.0,4.0,40.0,66.7,2.0,-2.0,-1.0,0.0,0.0,0.0
Zach Mettenberger,281.0,460.0,3340.0,7.4,17.0,18.0,41.0,306.0,77.6,21.0,17.0,1.2,1.0,12.0,7.0
Zach Wilson,621.0,1074.0,6872.0,6.4,26.0,26.0,116.0,900.0,75.7,98.0,548.0,5.2,5.0,17.0,9.0
Zeke Bratkowski,833.0,1617.0,11160.0,6.8,69.0,133.0,56.0,1155.0,64.2,96.0,305.0,2.9,5.0,30.0,0.0
