PLAYER,COMP,ATT,YDS,AVG,TD,INT,SCK,SCKY,RATE,ATT.1,YDS.1,AVG.1,TD.1,FUM,LOST
Earl Crowder,2.0,7.0,6.0,1.7,0.0,0.0,0.0,0.0,59.7,6.0,-5.0,-0.8,0.0,0.0,0.0
Earl Morrall,1454.0,2870.0,22078.0,7.8,169.0,164.0,182.0,2279.0,73.2,254.0,960.0,3.8,8.0,67.0,0.0
Earl Potteiger,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Easton Stick,241.0,378.0,2246.0,5.8,7.0,8.0,33.0,246.0,78.0,56.0,341.0,5.5,6.0,7.0,6.0
Eber Simpson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ed Baker,4.0,10.0,47.0,4.7,0.0,4.0,2.0,17.0,15.4,1.0,9.0,9.0,0.0,0.0,0.0
Ed Blount,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0
Ed Brown,967.0,2030.0,15901.0,8.1,103.0,144.0,86.0,1829.0,68.5,272.0,954.0,3.1,14.0,43.0,0.0
Ed Burns,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ed Chlebek,2.0,4.0,5.0,1.2,0.0,0.0,0.0,0.0,56.2,0.0,0.0,,0.0,1.0,0.0
Ed Danowski,330.0,678.0,4109.0,6.5,41.0,50.0,0.0,0.0,66.6,464.0,1248.0,2.3,5.0,0.0,0.0
Ed Luther,245.0,460.0,3187.0,7.8,12.0,23.0,20.0,177.0,70.2,20.0,-19.0,-0.3,0.0,9.0,4.0
Ed Matesic,79.0,202.0,1134.0,5.9,6.0,29.0,0.0,0.0,43.6,96.0,196.0,1.8,1.0,0.0,0.0
Ed Mioduszewski,11.0,30.0,113.0,3.6,2.0,2.0,0.0,0.0,31.8,3.0,33.0,11.0,0.0,1.0,0.0
Ed Rubbert,26.0,49.0,532.0,10.8,4.0,1.0,1.0,9.0,101.0,9.0,31.0,3.8,0.0,1.0,0.0
Ed Rutkowski,41.0,100.0,380.0,2.8,0.0,6.0,9.0,88.0,27.3,20.0,96.0,4.9,1.0,2.0,0.0
Ed Westfall,18.0,60.0,266.0,4.6,2.0,12.0,0.0,0.0,36.7,94.0,174.0,4.0,2.0,0.0,0.0
Edd Hargett,205.0,437.0,2727.0,6.3,11.0,10.0,22.0,163.0,69.6,18.0,46.0,3.1,1.0,3.0,0.0
Eddie LeBaron,898.0,1796.0,13399.0,7.3,104.0,141.0,9.0,1401.0,64.8,202.0,650.0,2.7,9.0,44.0,0.0
Eddie Wilson,90.0,186.0,1251.0,6.6,5.0,6.0,7.0,50.0,67.5,23.0,59.0,3.0,1.0,6.0,0.0
Eli Manning,5369.0,8931.0,62313.0,7.0,393.0,261.0,459.0,3213.0,83.5,341.0,625.0,2.2,7.0,135.0,59.0
Elmer Barbour,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Elvis Grbac,1521.0,2578.0,17492.0,6.6,102.0,87.0,137.0,978.0,77.7,178.0,440.0,2.2,8.0,35.0,16.0
Emery Nix,36.0,82.0,565.0,7.9,5.0,3.0,0.0,0.0,72.1,27.0,1.0,-1.6,0.0,1.0,0.0
Emmett Mortell,42.0,169.0,655.0,3.6,9.0,15.0,0.0,0.0,43.4,247.0,696.0,3.2,0.0,0.0,0.0
Eric Hipple,852.0,1584.0,11009.0,6.9,56.0,72.0,164.0,1217.0,69.6,151.0,597.0,3.7,13.0,48.0,19.0
Eric Kresser,10.0,21.0,164.0,10.8,1.0,2.0,0.0,0.0,89.0,1.0,-1.0,-1.0,0.0,0.0,0.0
Eric Zeier,301.0,537.0,3520.0,6.1,16.0,15.0,59.0,389.0,73.8,43.0,127.0,1.9,0.0,11.0,6.0
Erik Ainge,27.0,47.0,348.0,7.2,3.0,0.0,6.0,51.0,99.8,7.0,4.0,0.5,1.0,3.0,2.0
Erik Kramer,1408.0,2429.0,16336.0,6.7,98.0,82.0,135.0,862.0,77.7,158.0,222.0,1.5,5.0,44.0,23.0
Erik Wilhelm,78.0,141.0,924.0,6.9,5.0,6.0,8.0,43.0,81.8,22.0,67.0,3.0,0.0,4.0,2.0
Father Lumpkin,3.0,7.0,58.0,7.5,0.0,1.0,0.0,0.0,68.8,35.0,125.0,3.3,1.0,0.0,0.0
Feleipe Franks,11.0,27.0,128.0,3.8,0.0,2.0,9.0,46.0,37.2,13.0,119.0,7.2,0.0,0.0,0.0
Foster Watkins,34.0,95.0,627.0,6.1,2.0,3.0,0.0,0.0,65.8,29.0,-65.0,-2.8,0.0,0.0,0.0
Fran Tarkenton,3835.0,6759.0,48806.0,7.3,353.0,283.0,503.0,5362.0,80.6,700.0,3744.0,5.2,33.0,91.0,3.0
Frank Filchock,407.0,841.0,5777.0,6.4,54.0,103.0,0.0,0.0,55.0,561.0,1683.0,2.6,8.0,7.0,0.0
Frank Greene,7.0,41.0,71.0,1.9,0.0,2.0,0.0,0.0,32.6,31.0,82.0,2.0,0.0,0.0,0.0
Frank Patrick,8.0,23.0,107.0,4.7,0.0,2.0,7.0,66.0,28.4,2.0,5.0,2.5,0.0,0.0,0.0
Frank Reich,575.0,1036.0,6858.0,7.4,47.0,39.0,76.0,549.0,81.1,102.0,75.0,0.5,0.0,25.0,13.0
Frank Ryan,1125.0,2205.0,16576.0,7.3,155.0,115.0,160.0,1882.0,75.3,320.0,1383.0,4.5,6.0,44.0,1.0
Frank Santora,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Frank Seurer,26.0,55.0,340.0,6.7,0.0,4.0,10.0,82.0,44.3,9.0,33.0,3.0,0.0,2.0,0.0
Frank Tripucka,970.0,1931.0,11091.0,5.4,72.0,141.0,0.0,576.0,54.4,53.0,126.0,2.4,9.0,24.0,0.0
Frankie Albert,316.0,601.0,3847.0,6.5,27.0,43.0,0.0,659.0,62.7,110.0,505.0,4.7,7.0,7.0,0.0
Frankie Sinkwich,50.0,126.0,699.0,5.6,7.0,20.0,0.0,0.0,54.1,93.0,266.0,2.6,1.0,0.0,0.0
Fred Benners,25.0,58.0,320.0,4.8,0.0,5.0,0.0,119.0,47.1,5.0,16.0,3.5,0.0,1.0,0.0
Fred Besana,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Fred Enke,297.0,689.0,4169.0,6.2,31.0,53.0,0.0,501.0,56.3,170.0,640.0,3.4,1.0,25.0,0.0
Fred Mortensen,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Fred Vanzo,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,6.0,45.0,7.9,0.0,0.0,0.0
Fred Wyant,1.0,2.0,17.0,8.5,0.0,0.0,0.0,0.0,79.2,0.0,0.0,,0.0,0.0,0.0
Frosty Peters,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Gale Gilbert,149.0,265.0,1574.0,6.4,9.0,13.0,19.0,123.0,70.0,25.0,28.0,1.4,0.0,4.0,3.0
Galen Hall,64.0,150.0,885.0,5.8,5.0,10.0,0.0,16.0,54.0,11.0,26.0,2.0,2.0,4.0,0.0
Gardner Minshew,1017.0,1617.0,11147.0,7.0,61.0,26.0,119.0,642.0,89.0,158.0,659.0,3.8,5.0,34.0,19.0
Garrett Gilbert,159.0,273.0,1683.0,5.8,7.0,2.0,16.0,113.0,79.2,11.0,38.0,2.1,0.0,6.0,3.0
Garrett Grayson,91.0,184.0,1002.0,5.2,2.0,6.0,11.0,68.0,58.7,8.0,43.0,5.1,0.0,4.0,1.0
Gary Beban,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,5.0,18.0,3.8,0.0,0.0,0.0
Gary Cuozzo,606.0,1234.0,7688.0,5.8,45.0,60.0,117.0,876.0,64.2,77.0,187.0,2.8,1.0,17.0,0.0
Gary Danielson,1129.0,1970.0,14000.0,7.0,81.0,83.0,185.0,1458.0,76.3,190.0,874.0,4.6,7.0,41.0,10.0
Gary Hogeboom,757.0,1354.0,9598.0,8.0,51.0,62.0,118.0,890.0,75.7,83.0,161.0,1.5,4.0,21.0,10.0
Gary Huff,392.0,788.0,4329.0,5.4,16.0,50.0,82.0,812.0,53.7,50.0,86.0,1.4,2.0,23.0,0.0
Gary Keithley,32.0,73.0,369.0,5.7,1.0,5.0,5.0,41.0,43.4,8.0,29.0,2.7,0.0,5.0,0.0
Gary Kerkorian,139.0,259.0,1862.0,7.6,12.0,18.0,0.0,395.0,66.3,30.0,76.0,3.7,2.0,8.0,0.0
Gary Kubiak,189.0,317.0,2132.0,6.9,14.0,16.0,35.0,255.0,77.3,70.0,257.0,4.1,3.0,9.0,2.0
Gary Lane,21.0,43.0,254.0,8.1,2.0,1.0,4.0,30.0,80.0,2.0,21.0,10.5,0.0,0.0,0.0
Gary Marangi,104.0,283.0,1373.0,5.7,12.0,21.0,25.0,182.0,51.1,50.0,328.0,6.4,2.0,14.0,0.0
Gary Wood,186.0,400.0,2575.0,6.0,14.0,23.0,46.0,414.0,62.1,75.0,425.0,5.9,6.0,10.0,0.0
Gene Benhart,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Gene Malinowski,15.0,54.0,218.0,3.1,3.0,7.0,0.0,60.0,30.5,11.0,21.0,1.7,0.0,3.0,0.0
Gene Ronzani,75.0,198.0,1214.0,5.8,15.0,22.0,0.0,0.0,56.3,277.0,1217.0,3.5,1.0,1.0,0.0
Geno Smith,1529.0,2420.0,17169.0,6.8,94.0,67.0,201.0,1452.0,82.7,305.0,1449.0,4.4,13.0,38.0,20.0
George Blanda,2000.0,4197.0,28110.0,6.5,243.0,294.0,35.0,747.0,62.8,138.0,344.0,2.7,9.0,43.0,0.0
George Burnside,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
George Cafego,35.0,73.0,454.0,4.7,3.0,7.0,0.0,0.0,56.5,61.0,31.0,0.3,1.0,0.0,0.0
George Faust,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,19.8,22.0,71.0,3.3,0.0,0.0,0.0
George Herring,102.0,233.0,1297.0,5.7,5.0,23.0,0.0,0.0,41.3,15.0,74.0,3.4,2.0,1.0,0.0
George Izo,132.0,317.0,1791.0,5.1,12.0,32.0,17.0,215.0,41.6,10.0,-23.0,-1.6,0.0,6.0,0.0
George Mira,148.0,346.0,2110.0,5.9,19.0,20.0,38.0,319.0,64.1,50.0,379.0,7.0,0.0,18.0,0.0
George Phillips,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
George Ratterman,300.0,566.0,4297.0,8.2,39.0,41.0,1.0,372.0,74.8,42.0,33.0,0.5,6.0,9.0,0.0
George Shaffer,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,5.0,6.0,0.8,0.0,0.0,0.0
George Shaw,405.0,802.0,5829.0,7.1,41.0,63.0,0.0,392.0,68.5,130.0,431.0,2.7,6.0,11.0,0.0
Gibran Hamdan,63.0,97.0,692.0,6.6,1.0,2.0,7.0,48.0,78.9,2.0,29.0,14.5,0.0,1.0,0.0
Gifford Nielsen,286.0,522.0,3384.0,6.3,21.0,24.0,47.0,354.0,72.3,32.0,98.0,3.5,0.0,16.0,10.0
Gil Sterr,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Gilbert Renfroe,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Gino Torretta,10.0,32.0,82.0,2.6,2.0,2.0,6.0,34.0,35.4,4.0,24.0,6.0,0.0,0.0,0.0
Giovanni Carmazzi,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Glenn Carano,21.0,57.0,304.0,5.6,3.0,1.0,2.0,11.0,74.7,12.0,15.0,1.2,0.0,3.0,2.0
Glenn Foley,207.0,382.0,2469.0,5.7,12.0,16.0,27.0,193.0,63.0,19.0,32.0,1.7,0.0,4.0,4.0
Glenn Frey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,12.0,19.0,1.1,0.0,0.0,0.0
Glenn Inverso,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Glenn Presnell,94.0,265.0,1438.0,5.5,11.0,33.0,0.0,0.0,44.3,351.0,1361.0,3.7,14.0,1.0,0.0
Glynn Griffing,16.0,41.0,306.0,5.3,3.0,4.0,4.0,39.0,59.5,5.0,20.0,4.4,0.0,1.0,0.0
Graham Harrell,96.0,170.0,957.0,7.1,5.0,3.0,10.0,80.0,80.2,20.0,44.0,2.3,0.0,7.0,3.0
Grassy Hinton,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Greg Barton,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,,0.0,0.0,0.0
Greg Cook,107.0,200.0,1865.0,7.9,15.0,11.0,29.0,195.0,75.3,25.0,148.0,7.3,1.0,10.0,0.0
Greg Knafelc,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Greg Landry,1281.0,2312.0,16100.0,7.5,98.0,103.0,319.0,2515.0,76.5,433.0,2670.0,6.8,21.0,43.0,3.0
Greg McElroy,35.0,54.0,353.0,6.3,2.0,1.0,16.0,101.0,94.5,13.0,63.0,4.7,0.0,2.0,2.0
Gregg Tipton,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Guido Merkens,18.0,49.0,186.0,6.4,1.0,2.0,8.0,49.0,62.6,9.0,30.0,1.0,0.0,1.0,1.0
Gus Frerotte,1754.0,3216.0,21928.0,6.6,116.0,110.0,220.0,1422.0,73.5,201.0,331.0,1.9,6.0,65.0,19.0
Guy Benjamin,39.0,68.0,439.0,6.7,3.0,3.0,4.0,40.0,83.6,3.0,0.0,0.0,0.0,1.0,0.0
Hal Chealander,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Hal Ledyard,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,29.7,1.0,3.0,3.0,0.0,0.0,0.0
Hank Bruder,6.0,20.0,53.0,3.9,0.0,2.0,0.0,0.0,55.8,226.0,673.0,3.6,6.0,0.0,0.0
Harlan Carr,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Harold Stephens,15.0,22.0,123.0,5.8,0.0,0.0,0.0,0.0,84.7,6.0,33.0,2.9,0.0,3.0,0.0
Harp Vaughan,21.0,50.0,264.0,6.2,2.0,8.0,0.0,0.0,54.5,84.0,270.0,3.5,1.0,0.0,0.0
Harry Gilmer,263.0,579.0,3786.0,7.0,23.0,45.0,0.0,486.0,64.0,201.0,923.0,4.4,1.0,21.0,0.0
Harry Harris,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Harry Hopp,20.0,68.0,258.0,6.8,0.0,13.0,0.0,0.0,30.9,66.0,230.0,2.9,0.0,0.0,0.0
Harry Newman,110.0,283.0,1705.0,5.6,14.0,38.0,0.0,0.0,51.4,348.0,1107.0,3.4,6.0,1.0,0.0
