PLAYER,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Richard Medlin,20.0,66.0,2.4,17.0,2.0,6.0,39.0,8.7,13.0,0.0,1.0,1.0
Richard Murphy,44.0,176.0,4.6,18.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Richard Williams,1.0,5.0,5.0,5.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Richie Anderson,327.0,1306.0,3.9,55.0,4.0,417.0,3288.0,7.5,56.0,16.0,13.0,10.0
Richie Brockel,1.0,2.0,2.0,2.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Rick Badanjek,29.0,87.0,3.0,31.0,1.0,6.0,35.0,2.3,16.0,0.0,1.0,1.0
Rick Bayless,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rick Berns,68.0,255.0,4.2,17.0,0.0,6.0,46.0,8.1,12.0,0.0,2.0,0.0
Rick Calhoun,7.0,36.0,5.1,18.0,0.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0
Rick Casares,1445.0,5840.0,3.9,81.0,50.0,195.0,1629.0,8.0,51.0,11.0,36.0,1.0
Rick Fenney,379.0,1563.0,4.1,28.0,12.0,79.0,658.0,8.6,42.0,2.0,7.0,4.0
Rick Jennings,20.0,44.0,1.8,10.0,0.0,2.0,20.0,10.0,10.0,0.0,3.0,0.0
Rick Kane,409.0,1486.0,3.3,35.0,12.0,76.0,761.0,9.9,40.0,2.0,24.0,4.0
Rick Lackman,43.0,124.0,2.4,2.0,0.0,9.0,132.0,13.3,20.0,0.0,0.0,0.0
Rick Moser,60.0,207.0,3.2,15.0,1.0,4.0,15.0,3.8,6.0,2.0,3.0,0.0
Rick Parros,351.0,1381.0,3.5,25.0,7.0,82.0,660.0,8.6,33.0,5.0,13.0,11.0
Rick Razzano,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rick Sapienza,0.0,0.0,,,0.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0
Rickey Anderson,3.0,11.0,4.0,6.0,0.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0
Rickey Claitt,60.0,234.0,3.8,16.0,1.0,3.0,34.0,9.2,26.0,1.0,3.0,0.0
Rickey Isom,9.0,41.0,4.8,8.0,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Rickey Young,1014.0,3672.0,3.1,48.0,23.0,420.0,3404.0,7.7,48.0,16.0,25.0,1.0
Ricky Blake,15.0,80.0,5.5,30.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Ricky Ervins,603.0,2343.0,3.8,65.0,9.0,120.0,894.0,7.9,28.0,2.0,5.0,4.0
Ricky Moore,40.0,126.0,3.7,14.0,1.0,27.0,220.0,7.7,27.0,0.0,2.0,1.0
Ricky Ortiz,3.0,8.0,2.7,3.0,0.0,10.0,59.0,5.7,14.0,0.0,0.0,0.0
Ricky Patton,325.0,1107.0,3.1,28.0,6.0,52.0,411.0,8.3,32.0,2.0,13.0,0.0
Ricky Porter,47.0,177.0,3.1,13.0,0.0,9.0,70.0,6.7,26.0,0.0,6.0,0.0
Ricky Powers,14.0,51.0,3.8,15.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Ricky Watters,2797.0,11309.0,4.0,57.0,86.0,508.0,4699.0,9.2,65.0,17.0,45.0,25.0
Ricky Whittle,20.0,52.0,2.3,15.0,0.0,26.0,162.0,5.1,28.0,0.0,1.0,0.0
Ricky Williams,3291.0,13601.0,4.1,68.0,92.0,457.0,3413.0,7.4,59.0,10.0,66.0,42.0
Rico Dowdle,156.0,634.0,3.9,25.0,3.0,29.0,234.0,8.0,32.0,3.0,2.0,2.0
Rip Collins,74.0,105.0,1.2,12.0,0.0,20.0,300.0,13.3,63.0,0.0,4.0,0.0
Rip King,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rip Ryan,54.0,263.0,5.9,4.0,1.0,23.0,220.0,9.0,15.0,1.0,0.0,0.0
Rob Goode,679.0,2828.0,4.1,80.0,16.0,64.0,792.0,13.7,56.0,1.0,35.0,0.0
Rob Kelley,324.0,1263.0,3.6,66.0,11.0,26.0,146.0,4.4,22.0,1.0,0.0,0.0
Rob Konrad,38.0,114.0,2.5,18.0,1.0,115.0,891.0,8.0,25.0,6.0,5.0,2.0
Rob Lytle,410.0,1544.0,3.2,35.0,14.0,62.0,561.0,9.9,47.0,2.0,5.0,0.0
Rob Scribner,79.0,380.0,4.3,34.0,3.0,6.0,75.0,11.8,25.0,1.0,5.0,1.0
Robb Riddick,340.0,1357.0,3.8,41.0,22.0,123.0,1193.0,9.6,38.0,5.0,22.0,13.0
Robert Alexander,8.0,31.0,2.6,15.0,0.0,2.0,3.0,1.5,10.0,0.0,4.0,1.0
Robert Burns,8.0,39.0,4.9,11.0,0.0,5.0,22.0,4.2,9.0,1.0,1.0,1.0
Robert Chancey,85.0,320.0,4.4,14.0,4.0,12.0,108.0,8.7,15.0,0.0,2.0,0.0
Robert Delpino,515.0,1854.0,3.6,36.0,18.0,183.0,1833.0,9.6,78.0,9.0,10.0,7.0
Robert DiRico,25.0,90.0,3.1,14.0,0.0,2.0,22.0,11.0,15.0,0.0,2.0,1.0
Robert Douglas,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Robert Drummond,52.0,187.0,2.5,16.0,3.0,22.0,219.0,9.0,29.0,1.0,1.0,1.0
Robert Edwards,328.0,1250.0,4.1,53.0,11.0,56.0,490.0,9.1,46.0,4.0,6.0,2.0
Robert Farmer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Robert Gillespie,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Robert Green,228.0,1063.0,4.4,38.0,3.0,86.0,644.0,6.7,39.0,2.0,6.0,2.0
Robert Hardy,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Robert Hawkins,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Robert Hazelhurst,11.0,15.0,0.3,7.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0
Robert Holcombe,360.0,1197.0,3.5,39.0,11.0,79.0,626.0,7.8,30.0,3.0,8.0,6.0
Robert Holmes,788.0,2900.0,3.3,76.0,28.0,136.0,1173.0,8.7,43.0,4.0,42.0,2.0
Robert Hughes,25.0,76.0,2.2,9.0,1.0,21.0,231.0,11.6,49.0,0.0,0.0,0.0
Robert Lavette,23.0,40.0,2.4,10.0,0.0,8.0,51.0,6.0,9.0,1.0,3.0,0.0
Robert Martin,15.0,97.0,6.1,19.0,1.0,2.0,11.0,5.5,8.0,0.0,0.0,0.0
Robert Miller,310.0,1043.0,2.8,36.0,7.0,106.0,867.0,8.4,38.0,1.0,10.0,1.0
Robert Newhouse,1334.0,5435.0,3.9,54.0,34.0,134.0,1036.0,7.7,41.0,5.0,24.0,3.0
Robert Parker,47.0,150.0,3.3,10.0,1.0,7.0,44.0,6.7,14.0,0.0,1.0,1.0
Robert Specht,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Robert Staten,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Robert Turbin,601.0,2247.0,3.7,47.0,13.0,123.0,901.0,6.8,34.0,3.0,5.0,5.0
Robert Walker,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Robert Weathers,185.0,841.0,4.5,77.0,4.0,31.0,273.0,8.1,22.0,1.0,5.0,5.0
Robin Earl,96.0,388.0,3.9,34.0,1.0,20.0,160.0,7.8,20.0,0.0,4.0,0.0
Roc Thomas,25.0,96.0,4.4,23.0,0.0,9.0,150.0,13.7,78.0,2.0,0.0,0.0
Rock Cartwright,302.0,1291.0,4.4,73.0,6.0,85.0,766.0,9.2,51.0,2.0,5.0,4.0
Rock Reed,15.0,27.0,0.9,17.0,0.0,5.0,93.0,16.5,45.0,0.0,0.0,0.0
Rocky Bleier,1069.0,4345.0,4.0,70.0,27.0,155.0,1496.0,10.1,54.0,4.0,37.0,3.0
Rocky Klever,0.0,0.0,,,0.0,29.0,344.0,12.8,30.0,2.0,0.0,0.0
Rocky Thompson,68.0,217.0,3.1,23.0,1.0,16.0,85.0,4.1,12.0,0.0,8.0,0.0
Rod Bernstine,669.0,2986.0,4.7,63.0,22.0,120.0,1044.0,9.2,41.0,2.0,7.0,5.0
Rod McNeill,137.0,566.0,4.4,24.0,3.0,37.0,268.0,7.9,30.0,2.0,13.0,0.0
Rod Phillips,127.0,616.0,4.4,33.0,3.0,16.0,86.0,5.0,16.0,0.0,2.0,0.0
Rod Smart,30.0,72.0,2.4,6.0,0.0,4.0,16.0,4.0,5.0,0.0,4.0,1.0
Rod Smith,211.0,848.0,4.1,45.0,6.0,58.0,451.0,6.6,81.0,1.0,2.0,1.0
Rodney Anderson,13.0,9.0,0.6,8.0,0.0,5.0,58.0,9.9,18.0,0.0,1.0,0.0
Rodney Carter,52.0,244.0,3.4,64.0,4.0,86.0,810.0,9.6,33.0,8.0,0.0,0.0
Rodney Culver,247.0,703.0,2.6,36.0,13.0,44.0,366.0,8.3,27.0,3.0,5.0,4.0
Rodney Hampton,1874.0,7091.0,3.7,63.0,51.0,182.0,1344.0,7.5,62.0,2.0,18.0,10.0
Rodney Tate,27.0,79.0,2.9,13.0,0.0,18.0,142.0,7.8,25.0,0.0,6.0,3.0
Rodney Thomas,537.0,1991.0,3.7,74.0,12.0,91.0,631.0,6.6,33.0,3.0,10.0,8.0
Roger Craig,2199.0,9030.0,4.1,80.0,63.0,629.0,5517.0,8.6,73.0,19.0,49.0,32.0
Roger Graham,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Roger Hagberg,199.0,774.0,4.0,30.0,4.0,52.0,561.0,11.8,37.0,3.0,5.0,0.0
Roger Kochman,47.0,232.0,4.3,48.0,0.0,4.0,148.0,47.4,68.0,1.0,0.0,0.0
Roger Lawson,57.0,176.0,3.2,14.0,1.0,17.0,180.0,8.9,40.0,0.0,3.0,0.0
Roger Vick,333.0,1289.0,3.8,39.0,10.0,66.0,469.0,7.4,23.0,2.0,12.0,7.0
Roland Harper,762.0,3055.0,3.9,32.0,15.0,129.0,1019.0,7.8,39.0,3.0,9.0,1.0
Roland Hooks,408.0,1712.0,4.4,66.0,12.0,99.0,966.0,9.0,42.0,3.0,22.0,1.0
Roland Jackson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rollie Williams,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rollin Roach,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Romar Morris,11.0,27.0,2.4,8.0,0.0,2.0,24.0,12.0,21.0,0.0,0.0,0.0
Ron Davenport,283.0,1181.0,3.9,64.0,15.0,96.0,824.0,8.1,29.0,4.0,7.0,5.0
Ron Dayne,1013.0,3808.0,3.5,61.0,28.0,59.0,352.0,5.8,21.0,0.0,8.0,5.0
Ron Drzewiecki,15.0,65.0,3.9,19.0,1.0,2.0,8.0,4.0,7.0,0.0,3.0,0.0
Ron Groce,3.0,18.0,6.0,13.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Ron Hatcher,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ron Janes,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ron Lamb,94.0,270.0,2.2,17.0,0.0,15.0,184.0,13.4,60.0,0.0,5.0,0.0
Ron Lee,217.0,986.0,4.0,69.0,7.0,26.0,182.0,7.1,24.0,1.0,5.0,0.0
Ron McBride,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ron Rector,42.0,207.0,5.5,20.0,0.0,8.0,31.0,3.9,9.0,0.0,1.0,0.0
Ron Rivers,180.0,788.0,5.0,37.0,4.0,34.0,324.0,10.8,38.0,2.0,2.0,1.0
Ron Sayers,14.0,53.0,3.8,8.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Ron Springs,736.0,2720.0,3.5,46.0,30.0,267.0,2365.0,9.8,80.0,11.0,15.0,4.0
Ron Waller,305.0,1617.0,5.2,76.0,9.0,47.0,461.0,8.7,63.0,1.0,16.0,0.0
Ron Wolfley,86.0,263.0,3.2,20.0,2.0,26.0,200.0,7.9,28.0,2.0,1.0,0.0
Ronald Humphrey,25.0,101.0,3.6,27.0,0.0,6.0,28.0,4.7,12.0,0.0,6.0,2.0
Ronald Jones,595.0,2512.0,3.7,98.0,21.0,81.0,642.0,9.4,41.0,1.0,7.0,6.0
Ronald Moore,705.0,2488.0,3.3,27.0,15.0,28.0,187.0,6.1,18.0,1.0,9.0,5.0
Ronald Scott,47.0,199.0,4.6,24.0,3.0,2.0,7.0,3.5,5.0,0.0,1.0,1.0
Ronald Williams,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rondell Mealey,22.0,73.0,2.8,18.0,1.0,9.0,76.0,9.4,19.0,0.0,0.0,0.0
Ronney Jenkins,9.0,5.0,0.7,4.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
Ronnie Blye,61.0,268.0,4.0,17.0,1.0,12.0,85.0,5.3,23.0,0.0,2.0,0.0
Ronnie Brown,1442.0,5913.0,3.9,65.0,41.0,297.0,2338.0,7.5,43.0,5.0,14.0,11.0
Ronnie Bull,894.0,3264.0,3.5,50.0,9.0,173.0,1474.0,8.3,63.0,5.0,19.0,0.0
Ronnie Coleman,711.0,2790.0,3.5,46.0,16.0,157.0,1382.0,9.2,41.0,6.0,33.0,3.0
Ronnie Cruz,5.0,19.0,3.9,7.0,0.0,3.0,35.0,12.5,15.0,0.0,0.0,0.0
Ronnie Harmon,641.0,2875.0,4.2,48.0,10.0,651.0,6743.0,10.6,55.0,24.0,16.0,12.0
Ronnie Hillman,650.0,2610.0,3.8,72.0,14.0,88.0,600.0,6.2,32.0,1.0,11.0,5.0
Ronnie Rivers,67.0,270.0,3.4,15.0,0.0,13.0,86.0,6.6,17.0,0.0,0.0,0.0
Ronnie Wingo,11.0,46.0,3.7,12.0,0.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0
Roosevelt Leaks,688.0,2483.0,3.7,42.0,30.0,77.0,646.0,8.7,27.0,4.0,17.0,2.0
Roosevelt Nix,5.0,6.0,1.6,4.0,1.0,16.0,95.0,6.5,19.0,1.0,0.0,0.0
Roosevelt Potts,361.0,1479.0,3.8,52.0,1.0,109.0,890.0,8.4,52.0,4.0,17.0,11.0
Roschon Johnson,109.0,450.0,4.4,29.0,2.0,39.0,233.0,6.3,24.0,0.0,1.0,0.0
Ross Montgomery,77.0,281.0,3.4,38.0,0.0,16.0,83.0,5.7,17.0,0.0,0.0,0.0
Roy Andrews,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Roy Clay,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Roy Helu,379.0,1668.0,4.5,51.0,10.0,155.0,1387.0,9.2,55.0,4.0,9.0,3.0
Roy Hopkins,232.0,826.0,3.2,43.0,7.0,50.0,529.0,10.4,56.0,1.0,3.0,0.0
Roy Horstmann,52.0,180.0,2.8,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Roy Huggins,12.0,41.0,3.2,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy McKay,29.0,57.0,2.4,11.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Roy Shivers,176.0,680.0,3.9,42.0,10.0,38.0,400.0,10.6,40.0,4.0,12.0,0.0
Roy Vexall,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Royal Cathcart,3.0,5.0,1.7,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Royce Freeman,548.0,2115.0,3.9,50.0,14.0,104.0,649.0,5.9,28.0,1.0,2.0,2.0
Royce Goodbread,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Royce Womble,91.0,266.0,3.0,24.0,0.0,85.0,946.0,11.8,78.0,9.0,1.0,0.0
Rube Ursella,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rudi Johnson,1530.0,6035.0,3.7,54.0,50.0,115.0,690.0,5.7,34.0,2.0,15.0,8.0
Rudy Harris,9.0,29.0,1.6,12.0,0.0,6.0,59.0,11.4,25.0,0.0,1.0,1.0
Rudy Johnson,25.0,60.0,4.3,24.0,1.0,8.0,70.0,10.8,28.0,0.0,2.0,0.0
Rudy Romboli,49.0,137.0,2.5,15.0,1.0,12.0,107.0,7.3,33.0,0.0,3.0,0.0
Rueben Mayes,869.0,3495.0,3.5,50.0,23.0,57.0,401.0,8.6,66.0,0.0,15.0,10.0
Ruel Redinger,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rufe DeWitz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Rufus Crawford,8.0,19.0,1.9,11.0,0.0,4.0,25.0,5.8,8.0,0.0,5.0,0.0
Rufus Deal,5.0,12.0,2.4,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Rupert Grant,0.0,0.0,,,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Russ Burt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russ Daugherity,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russ Finsterwald,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russ Method,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russ Mosley,16.0,49.0,2.9,9.0,0.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0
Russ Reader,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russ Saunders,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russ Smith,213.0,915.0,5.0,37.0,10.0,23.0,265.0,9.7,55.0,0.0,5.0,0.0
Russ Young,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Russell Hansbrough,35.0,113.0,3.2,27.0,0.0,16.0,104.0,5.8,16.0,0.0,0.0,0.0
Russell Payne,0.0,0.0,,,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Russell White,2.0,10.0,5.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ryan Christopherson,16.0,16.0,0.3,10.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0
Ryan Mathews,1317.0,5962.0,4.7,63.0,42.0,191.0,1463.0,7.4,42.0,3.0,24.0,15.0
Ryan Moats,228.0,908.0,4.0,59.0,8.0,22.0,137.0,5.7,20.0,1.0,6.0,3.0
Ryan Nall,67.0,415.0,6.7,69.0,1.0,23.0,151.0,6.7,18.0,1.0,0.0,0.0
Ryan Neufeld,1.0,4.0,4.0,4.0,1.0,2.0,14.0,7.0,8.0,0.0,0.0,0.0
Ryan Terry,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Ryan Torain,283.0,1178.0,3.2,54.0,6.0,26.0,174.0,6.7,22.0,2.0,3.0,1.0
Ryan Williams,77.0,239.0,3.4,25.0,2.0,8.0,50.0,6.1,12.0,0.0,2.0,2.0
Ryan Yurachek,0.0,0.0,,,0.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0
Ryquell Armstead,71.0,262.0,3.2,32.0,0.0,22.0,175.0,7.1,31.0,2.0,0.0,0.0
Sal Rosato,165.0,637.0,3.3,21.0,4.0,9.0,131.0,14.4,26.0,1.0,4.0,0.0
Salem Ford,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Salvon Ahmed,203.0,834.0,3.5,65.0,5.0,57.0,438.0,7.7,28.0,3.0,0.0,0.0
Sam Agee,92.0,311.0,3.2,5.0,2.0,3.0,11.0,3.7,10.0,0.0,0.0,0.0
Sam Babcock,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sam Bartholomew,21.0,69.0,2.6,10.0,0.0,3.0,15.0,4.2,7.0,0.0,0.0,0.0
Sam Cathcart,39.0,97.0,2.0,17.0,0.0,9.0,114.0,14.7,24.0,0.0,6.0,0.0
Sam Cunningham,1415.0,5563.0,3.8,75.0,43.0,215.0,1947.0,9.1,41.0,6.0,50.0,3.0
Sam Francis,329.0,1103.0,3.3,8.0,6.0,6.0,9.0,1.5,8.0,0.0,0.0,0.0
Sam Gash,122.0,327.0,2.2,14.0,2.0,175.0,1391.0,7.9,31.0,13.0,4.0,0.0
Sam Harrell,6.0,15.0,4.3,7.0,0.0,5.0,43.0,9.9,17.0,0.0,2.0,1.0
Sam Havrilak,66.0,222.0,3.5,29.0,1.0,23.0,251.0,9.9,33.0,0.0,4.0,0.0
Sam Horner,118.0,355.0,3.7,32.0,0.0,17.0,219.0,13.3,35.0,1.0,6.0,1.0
Sam Mason,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sam Price,82.0,313.0,3.7,38.0,1.0,10.0,70.0,6.9,27.0,1.0,2.0,0.0
Sam Rogers,0.0,0.0,,,0.0,2.0,15.0,7.5,12.0,0.0,0.0,0.0
Sam Salemi,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sam Scarber,76.0,304.0,3.6,18.0,2.0,26.0,164.0,6.4,13.0,2.0,5.0,0.0
Sam Sebo,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sam Venuto,4.0,16.0,4.0,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Samaje Perine,545.0,2151.0,3.9,46.0,10.0,167.0,1309.0,7.6,41.0,7.0,8.0,6.0
Sammie Smith,573.0,2062.0,3.2,33.0,15.0,35.0,341.0,10.6,53.0,1.0,17.0,11.0
Sammy Johnson,263.0,1047.0,4.3,32.0,14.0,58.0,504.0,8.5,24.0,0.0,4.0,0.0
Sammy Morris,779.0,3227.0,3.7,55.0,27.0,171.0,1290.0,8.2,44.0,1.0,12.0,7.0
Sammy Winder,1639.0,5888.0,3.1,52.0,40.0,217.0,1495.0,7.3,39.0,11.0,28.0,22.0
Sandro Platzgummer,12.0,86.0,5.6,48.0,0.0,2.0,18.0,9.0,15.0,0.0,0.0,0.0
Sandy Hastings,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Saquon Barkley,1227.0,5381.0,4.4,78.0,37.0,296.0,2185.0,7.1,65.0,12.0,6.0,3.0
Scott Caldwell,16.0,53.0,3.6,7.0,0.0,4.0,34.0,9.6,14.0,0.0,0.0,0.0
Scott Dierking,740.0,2931.0,3.8,40.0,19.0,135.0,1102.0,8.1,27.0,5.0,11.0,1.0
Scott Dragos,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Scott Greene,45.0,157.0,3.0,10.0,1.0,44.0,290.0,5.7,25.0,2.0,1.0,1.0
Scott Laidlaw,288.0,1108.0,3.4,59.0,12.0,76.0,687.0,9.9,44.0,4.0,15.0,1.0
Scott Lockwood,70.0,324.0,5.9,23.0,0.0,0.0,0.0,,,0.0,2.0,2.0
Scott Stauch,2.0,6.0,3.0,5.0,0.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Scott Williams,30.0,73.0,2.1,8.0,3.0,9.0,71.0,9.5,32.0,1.0,0.0,0.0
Scottie Graham,389.0,1351.0,2.7,31.0,7.0,23.0,144.0,5.6,18.0,0.0,0.0,0.0
Scottie Phillips,33.0,177.0,4.5,34.0,1.0,7.0,39.0,5.8,12.0,0.0,0.0,0.0
Scrapper Farrell,218.0,850.0,4.5,1.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Seaman Squyres,11.0,22.0,2.1,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sean Bennett,29.0,126.0,4.6,40.0,1.0,9.0,64.0,7.1,16.0,0.0,0.0,0.0
Sean Tucker,38.0,104.0,2.5,26.0,0.0,7.0,31.0,3.6,15.0,0.0,0.0,0.0
Secdrick McIntyre,13.0,65.0,5.0,11.0,0.0,1.0,27.0,27.0,27.0,1.0,0.0,0.0
Sedrick Irvin,45.0,182.0,2.7,51.0,4.0,35.0,350.0,10.1,31.0,0.0,3.0,2.0
Sedrick Shaw,73.0,306.0,3.1,71.0,2.0,13.0,51.0,3.1,13.0,0.0,4.0,1.0
Selvin Young,220.0,1113.0,4.6,50.0,2.0,41.0,264.0,6.6,24.0,0.0,3.0,2.0
Seneca Samson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Senorise Perry,57.0,208.0,3.8,15.0,4.0,17.0,114.0,5.8,22.0,0.0,3.0,2.0
Sewo Olonilua,2.0,1.0,0.5,1.0,0.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0
Shag Sheard,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Shane Smith,0.0,0.0,,,0.0,3.0,10.0,3.3,5.0,0.0,0.0,0.0
Shane Vereen,459.0,1907.0,4.2,39.0,9.0,286.0,2478.0,8.8,83.0,16.0,6.0,4.0
Shaud Williams,89.0,330.0,2.9,28.0,2.0,20.0,137.0,6.4,23.0,0.0,1.0,0.0
Shaun Alexander,2356.0,10017.0,4.1,88.0,108.0,225.0,1572.0,7.1,80.0,12.0,32.0,18.0
Shaun Chapas,2.0,5.0,2.5,3.0,0.0,7.0,59.0,8.2,16.0,0.0,0.0,0.0
Shaun Draughn,455.0,1455.0,3.6,30.0,9.0,140.0,961.0,6.1,29.0,2.0,5.0,2.0
Shaun Wilson,25.0,104.0,4.5,13.0,0.0,9.0,60.0,6.2,13.0,0.0,0.0,0.0
Shawn Bryson,528.0,2144.0,4.7,77.0,6.0,185.0,1383.0,8.3,63.0,3.0,6.0,2.0
Sheldon Canley,8.0,18.0,2.2,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Shelley Poole,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sherman Howard,206.0,842.0,3.9,60.0,7.0,44.0,944.0,20.0,75.0,11.0,7.0,0.0
Sherman Williams,333.0,1284.0,3.9,44.0,4.0,43.0,340.0,8.1,30.0,0.0,10.0,7.0
Sherriden May,2.0,5.0,2.5,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Shiner Knab,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Shipwreck Kelly,130.0,399.0,2.8,0.0,3.0,23.0,253.0,11.4,31.0,3.0,0.0,0.0
Shonn Greene,1197.0,5036.0,3.9,53.0,29.0,87.0,607.0,7.1,36.0,0.0,13.0,8.0
Shorty Barr,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Shorty McWilliams,10.0,39.0,4.3,12.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Shyrone Stith,20.0,55.0,3.7,12.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Sid Blanks,366.0,1446.0,3.7,91.0,7.0,106.0,1073.0,11.0,61.0,4.0,13.0,0.0
Sid Gepford,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sid Tinsley,5.0,3.0,0.4,4.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Sid Watson,199.0,516.0,2.5,23.0,4.0,39.0,423.0,9.4,62.0,2.0,14.0,0.0
Sidney Thornton,378.0,1593.0,3.5,75.0,19.0,50.0,571.0,11.9,32.0,6.0,23.0,5.0
Silas Redd,50.0,232.0,4.4,20.0,2.0,11.0,133.0,10.8,37.0,0.0,1.0,0.0
Silvio Zaninelli,81.0,150.0,1.6,4.0,1.0,7.0,45.0,6.4,10.0,0.0,0.0,0.0
Sincere McCormick,15.0,57.0,3.8,10.0,1.0,2.0,3.0,1.5,2.0,1.0,0.0,0.0
