PLAYER,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Siran Stacy,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Skeets Quinlan,276.0,1599.0,5.5,74.0,9.0,87.0,1384.0,17.3,80.0,7.0,27.0,0.0
Skip Hicks,309.0,1155.0,3.5,51.0,13.0,26.0,204.0,6.8,25.0,0.0,1.0,0.0
Skippy Minisi,36.0,160.0,4.5,19.0,1.0,13.0,123.0,8.9,23.0,1.0,2.0,0.0
Sky August,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Slick Lollar,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Smith Reed,19.0,70.0,3.8,17.0,0.0,6.0,42.0,4.2,16.0,0.0,0.0,0.0
Sneeze Achiu,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Snitz Snyder,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Snoop Conner,55.0,147.0,3.1,9.0,1.0,8.0,46.0,6.2,21.0,0.0,0.0,0.0
Sol Butler,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Soma Vainuku,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sonny Campbell,57.0,195.0,3.6,15.0,2.0,10.0,132.0,14.6,29.0,0.0,2.0,0.0
Sonny Collins,91.0,319.0,3.7,47.0,0.0,4.0,37.0,9.2,20.0,0.0,1.0,0.0
Sonny Davis,47.0,163.0,3.8,21.0,1.0,11.0,46.0,3.8,12.0,0.0,1.0,0.0
Sonny Grandelius,108.0,278.0,2.4,31.0,1.0,15.0,80.0,3.1,26.0,0.0,3.0,0.0
Sonny Winters,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sony Michel,922.0,3829.0,3.9,48.0,25.0,67.0,490.0,7.1,31.0,2.0,4.0,3.0
Spark Clark,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Spec Sanders,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Special Delivery Jones,8.0,41.0,5.1,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Speedy Neal,49.0,175.0,3.8,10.0,1.0,9.0,76.0,7.7,18.0,0.0,0.0,0.0
Spencer George,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Larsen,17.0,62.0,3.7,14.0,0.0,15.0,134.0,9.5,29.0,1.0,0.0,0.0
Spencer Nead,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Spencer Rork,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Tillman,40.0,181.0,5.0,34.0,1.0,3.0,7.0,2.3,4.0,1.0,6.0,4.0
Spencer Ware,457.0,2013.0,4.1,52.0,19.0,93.0,918.0,9.4,46.0,2.0,6.0,4.0
Stacey Driver,9.0,31.0,3.4,16.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Stacey Mack,465.0,1751.0,3.9,54.0,23.0,43.0,299.0,6.8,25.0,1.0,8.0,4.0
Stacy Tutt,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Stan Cofall,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Edwards,149.0,533.0,4.5,20.0,2.0,52.0,436.0,8.6,31.0,1.0,5.0,4.0
Stan Fritts,147.0,589.0,3.2,22.0,12.0,15.0,138.0,9.4,19.0,2.0,2.0,0.0
Stan Jacobs,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Kosel,15.0,49.0,3.8,0.0,0.0,2.0,40.0,20.0,31.0,1.0,0.0,0.0
Stan Kostka,63.0,249.0,3.0,0.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Stan Mills,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Mitchell,173.0,548.0,2.7,30.0,4.0,42.0,533.0,14.1,48.0,5.0,5.0,0.0
Stan Rosen,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Skoczen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Winfrey,55.0,215.0,4.0,13.0,1.0,6.0,55.0,8.8,16.0,1.0,1.0,0.0
Stanford Jennings,252.0,967.0,3.4,20.0,8.0,84.0,842.0,10.6,43.0,9.0,11.0,5.0
Stanley Burnham,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stanley Havili,15.0,44.0,3.3,14.0,1.0,28.0,193.0,6.6,20.0,2.0,0.0,0.0
Stanley Pritchett,157.0,565.0,3.1,25.0,5.0,169.0,1283.0,7.8,74.0,8.0,4.0,2.0
Stepfan Taylor,203.0,644.0,3.2,21.0,2.0,29.0,224.0,6.9,29.0,3.0,0.0,0.0
Stephen Davis,2041.0,8523.0,4.2,76.0,68.0,184.0,1543.0,8.2,39.0,4.0,25.0,16.0
Stephen Houston,24.0,79.0,3.9,15.0,0.0,3.0,35.0,11.7,18.0,0.0,1.0,1.0
Stephen Trejo,1.0,0.0,0.0,0.0,0.0,16.0,150.0,9.7,20.0,0.0,0.0,0.0
Stevan Ridley,978.0,4035.0,3.7,62.0,32.0,54.0,331.0,5.6,24.0,1.0,15.0,11.0
Steve Atkins,133.0,521.0,4.6,60.0,2.0,19.0,140.0,8.2,19.0,1.0,4.0,2.0
Steve Avery,3.0,7.0,2.3,5.0,0.0,12.0,84.0,6.7,18.0,1.0,0.0,0.0
Steve Bagarus,103.0,339.0,3.6,18.0,1.0,83.0,1250.0,16.2,70.0,10.0,9.0,0.0
Steve Bartalo,9.0,30.0,3.4,6.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Steve Belichick,28.0,118.0,4.3,11.0,2.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0
Steve Bowman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Broussard,578.0,2625.0,4.3,77.0,19.0,126.0,882.0,7.4,25.0,3.0,22.0,12.0
Steve Bush,0.0,0.0,,,0.0,7.0,60.0,8.6,18.0,0.0,0.0,0.0
Steve Crosby,15.0,54.0,3.4,10.0,0.0,2.0,44.0,22.0,44.0,0.0,1.0,0.0
Steve Davis,327.0,1337.0,4.0,28.0,9.0,33.0,301.0,7.8,61.0,2.0,16.0,0.0
Steve Engel,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Filipowicz,64.0,165.0,2.1,13.0,2.0,13.0,174.0,12.8,36.0,3.0,2.0,0.0
Steve Hamas,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Harkey,65.0,191.0,2.9,10.0,0.0,14.0,142.0,10.4,24.0,0.0,2.0,0.0
Steve Harris,4.0,3.0,0.8,2.0,0.0,2.0,17.0,8.5,16.0,0.0,0.0,0.0
Steve Howell,68.0,235.0,3.6,23.0,1.0,10.0,70.0,6.2,13.0,0.0,3.0,0.0
Steve Jones,305.0,1232.0,4.1,23.0,16.0,89.0,648.0,7.2,38.0,2.0,10.0,0.0
Steve Juzwik,15.0,75.0,4.8,39.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Steve Lach,192.0,580.0,3.0,19.0,13.0,33.0,362.0,9.6,53.0,5.0,5.0,0.0
Steve Marko,6.0,10.0,1.1,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Morse,8.0,17.0,1.5,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Owens,637.0,2460.0,3.9,27.0,20.0,100.0,868.0,8.1,74.0,2.0,11.0,0.0
Steve Powell,10.0,29.0,2.2,9.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Steve Sader,3.0,5.0,1.7,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Schnarr,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Sewell,255.0,1011.0,4.1,26.0,14.0,218.0,2729.0,13.4,72.0,13.0,8.0,4.0
Steve Slaton,535.0,2222.0,3.7,71.0,16.0,112.0,866.0,6.5,46.0,5.0,11.0,8.0
Steve Strachan,52.0,174.0,3.0,20.0,0.0,7.0,61.0,9.1,14.0,1.0,3.0,1.0
Steve Sucic,19.0,44.0,2.4,9.0,0.0,3.0,41.0,13.7,20.0,0.0,1.0,0.0
Steve Thurlow,394.0,1387.0,3.6,43.0,4.0,84.0,704.0,8.9,56.0,2.0,11.0,0.0
Steve Van Buren,1413.0,6225.0,4.6,70.0,71.0,49.0,552.0,11.9,50.0,4.0,37.0,0.0
Steven Jackson,3217.0,13389.0,4.2,59.0,83.0,564.0,4564.0,7.9,64.0,12.0,27.0,17.0
Stone Hallquist,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Storm Johnson,62.0,158.0,1.9,20.0,3.0,8.0,75.0,8.0,24.0,0.0,2.0,1.0
Stu Smith,146.0,452.0,2.9,12.0,0.0,3.0,30.0,10.0,13.0,0.0,0.0,0.0
Stu Wilson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stub Blackman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stud Stennett,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Stump Mitchell,993.0,4670.0,4.6,64.0,32.0,213.0,2012.0,10.9,46.0,9.0,37.0,19.0
Stumpy Thomason,200.0,650.0,3.6,10.0,0.0,2.0,32.0,16.0,16.0,0.0,0.0,0.0
Sultan McCullough,1.0,9.0,9.0,9.0,0.0,3.0,13.0,4.3,8.0,0.0,0.0,0.0
Sutton Smith,0.0,0.0,,,0.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0
Swede Ellstrom,178.0,664.0,3.5,0.0,2.0,3.0,48.0,16.0,18.0,0.0,0.0,0.0
Swede Hanson,508.0,1957.0,3.6,81.0,12.0,23.0,325.0,16.8,43.0,1.0,0.0,0.0
Swede Hummell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Swede Johnston,279.0,835.0,2.9,5.0,5.0,10.0,120.0,12.9,25.0,1.0,0.0,0.0
Swede Larson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Sylvester Stamps,66.0,382.0,5.5,48.0,1.0,48.0,413.0,8.2,39.0,1.0,10.0,3.0
T J Duckett,794.0,3097.0,3.6,55.0,49.0,38.0,326.0,8.3,22.0,0.0,10.0,6.0
T J Logan,40.0,193.0,4.0,59.0,1.0,14.0,81.0,5.9,17.0,0.0,0.0,0.0
T J Yeldon,561.0,2267.0,4.1,58.0,8.0,214.0,1757.0,8.0,67.0,8.0,10.0,6.0
Taiwan Jones,105.0,481.0,3.8,39.0,1.0,31.0,317.0,11.5,59.0,1.0,5.0,3.0
Tam Rose,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tani Tupou,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tank Bigsby,78.0,291.0,3.2,34.0,2.0,2.0,4.0,2.0,6.0,0.0,3.0,3.0
Tank Younger,778.0,3674.0,4.7,75.0,34.0,101.0,1173.0,10.6,54.0,1.0,30.0,0.0
Taquan Mizzell,84.0,222.0,2.0,16.0,1.0,33.0,247.0,7.9,26.0,3.0,1.0,0.0
Tarek Saleh,0.0,0.0,,,0.0,1.0,22.0,22.0,22.0,0.0,0.0,0.0
Tarik Cohen,284.0,1222.0,3.9,46.0,5.0,213.0,1612.0,9.3,70.0,9.0,13.0,5.0
Tarik Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tashard Choice,709.0,2680.0,3.6,66.0,16.0,152.0,1011.0,6.0,50.0,0.0,10.0,7.0
Tatum Bell,608.0,2898.0,4.8,68.0,17.0,82.0,491.0,6.7,58.0,0.0,10.0,8.0
Tauren Poole,9.0,24.0,1.9,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Tavian Banks,49.0,222.0,3.7,51.0,1.0,19.0,164.0,7.5,38.0,0.0,2.0,1.0
Tavien Feaster,3.0,10.0,3.3,8.0,0.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0
Ted Alflen,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ted Brown,1159.0,4706.0,4.1,60.0,43.0,351.0,2946.0,8.3,67.0,13.0,21.0,3.0
Ted Bucklin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ted Dean,276.0,977.0,3.9,44.0,3.0,52.0,706.0,14.8,60.0,4.0,15.0,0.0
Ted Koy,1.0,9.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Ted Laux,11.0,22.0,1.1,12.0,0.0,3.0,25.0,8.3,15.0,0.0,0.0,0.0
Ted McKnight,528.0,2344.0,5.1,84.0,22.0,99.0,717.0,7.4,26.0,1.0,16.0,3.0
Ted Murtha,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ted Wegert,181.0,730.0,3.9,38.0,6.0,24.0,267.0,10.7,32.0,3.0,5.0,0.0
Ted Williams,102.0,196.0,1.5,33.0,3.0,15.0,86.0,5.2,16.0,0.0,0.0,0.0
Ted Wright,49.0,209.0,3.7,0.0,0.0,1.0,25.0,25.0,25.0,0.0,0.0,0.0
Teddy Andrulewicz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Teddy Bailey,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Teddy Besta,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Teddy Farmer,1.0,4.0,4.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Teddy Washington,1.0,4.0,4.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Tellis Redmon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Terdell Middleton,561.0,2048.0,3.4,76.0,15.0,78.0,659.0,8.8,50.0,3.0,18.0,1.0
Terrance Ganaway,7.0,17.0,1.3,7.0,0.0,5.0,26.0,6.2,13.0,1.0,0.0,0.0
Terrance West,661.0,2495.0,3.6,41.0,14.0,69.0,464.0,6.8,19.0,2.0,11.0,7.0
Terrell Davis,1859.0,8747.0,4.7,71.0,72.0,188.0,1411.0,7.8,39.0,5.0,24.0,10.0
Terrell Fletcher,529.0,1894.0,3.8,46.0,10.0,261.0,1985.0,7.8,41.0,3.0,12.0,7.0
Terrell Watson,67.0,266.0,3.0,15.0,2.0,15.0,87.0,5.2,22.0,0.0,0.0,0.0
Terrelle Smith,60.0,186.0,2.2,16.0,0.0,71.0,380.0,5.5,18.0,3.0,3.0,1.0
Terrence Flagler,80.0,286.0,3.6,29.0,2.0,33.0,366.0,10.7,57.0,1.0,7.0,1.0
Terrence Magee,76.0,325.0,4.9,73.0,1.0,12.0,69.0,6.0,19.0,0.0,0.0,0.0
Terron Ward,179.0,649.0,3.7,45.0,6.0,30.0,171.0,6.4,18.0,0.0,1.0,1.0
Terry Allen,2220.0,8831.0,4.0,55.0,75.0,211.0,1630.0,7.4,38.0,6.0,42.0,25.0
Terry Battle,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Terry Butler,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Terry Cole,192.0,655.0,3.0,27.0,5.0,26.0,173.0,7.4,20.0,1.0,7.0,0.0
Terry Erwin,24.0,76.0,3.0,9.0,0.0,2.0,21.0,10.5,17.0,0.0,1.0,0.0
Terry Fox,21.0,97.0,3.2,13.0,0.0,6.0,71.0,14.4,21.0,0.0,0.0,0.0
Terry Jackson,70.0,331.0,4.2,15.0,2.0,52.0,370.0,7.3,22.0,3.0,5.0,4.0
Terry Kirby,843.0,3175.0,3.5,38.0,30.0,364.0,3477.0,9.2,82.0,13.0,23.0,13.0
Terry Kunz,4.0,33.0,7.8,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Terry Metcalf,604.0,2747.0,4.4,62.0,18.0,153.0,1579.0,12.0,68.0,8.0,43.0,0.0
Terry Miller,391.0,1583.0,3.7,75.0,8.0,35.0,382.0,8.8,52.0,0.0,10.0,0.0
Terry Orr,0.0,0.0,,,0.0,20.0,382.0,18.1,58.0,3.0,0.0,0.0
Terry Robiskie,159.0,553.0,4.0,36.0,5.0,23.0,147.0,7.3,21.0,0.0,6.0,0.0
Terry Samuels,0.0,0.0,,,0.0,2.0,19.0,9.5,12.0,0.0,0.0,0.0
Terry Wells,33.0,139.0,3.6,25.0,0.0,6.0,11.0,2.2,4.0,0.0,1.0,0.0
Terry Witherspoon,0.0,0.0,,,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Tevin Coleman,937.0,3960.0,4.1,65.0,28.0,148.0,1445.0,8.7,49.0,15.0,7.0,3.0
Tex Hamer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Theo Riddick,352.0,1234.0,3.2,42.0,7.0,318.0,2509.0,8.0,63.0,16.0,2.0,2.0
Theotis Brown,835.0,3110.0,3.5,49.0,46.0,248.0,2304.0,10.8,63.0,5.0,34.0,18.0
Theron Sapp,306.0,1215.0,3.3,27.0,6.0,27.0,283.0,9.9,44.0,0.0,11.0,0.0
Thomas Brown,11.0,39.0,3.6,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Thomas Clayton,131.0,431.0,2.5,25.0,3.0,11.0,88.0,7.2,23.0,0.0,0.0,0.0
Thomas Cosgrove,3.0,18.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Thomas Hamner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Thomas Jones,5742.0,22678.0,3.7,71.0,148.0,656.0,4284.0,6.6,45.0,6.0,58.0,30.0
Thomas Lott,11.0,50.0,4.7,13.0,0.0,2.0,8.0,4.0,5.0,0.0,2.0,0.0
Thomas Rawls,399.0,1728.0,3.9,69.0,9.0,38.0,319.0,8.3,31.0,2.0,2.0,2.0
Thomas Sanders,344.0,1386.0,3.7,75.0,12.0,36.0,353.0,9.8,39.0,1.0,14.0,11.0
Thomas Tapeh,22.0,69.0,2.7,11.0,0.0,31.0,171.0,5.0,15.0,2.0,0.0,0.0
Thump Belton,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Thurman Jones,2.0,5.0,2.5,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Thurman Thomas,3216.0,13516.0,4.1,80.0,81.0,548.0,5130.0,9.4,74.0,28.0,59.0,33.0
Tiki Barber,2337.0,10924.0,4.6,95.0,56.0,612.0,5379.0,8.7,87.0,12.0,56.0,24.0
Tim Biakabutuka,611.0,2530.0,4.1,67.0,14.0,77.0,789.0,10.0,47.0,3.0,12.0,8.0
Tim Castille,25.0,82.0,2.4,16.0,0.0,36.0,266.0,8.1,43.0,2.0,1.0,1.0
Tim Cook,26.0,93.0,3.4,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Tim Hall,26.0,127.0,5.2,15.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Tim Hightower,947.0,3840.0,3.8,80.0,40.0,191.0,1374.0,6.9,50.0,4.0,15.0,9.0
Tim Jessie,10.0,37.0,8.3,14.0,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Tim Jorden,0.0,0.0,,,0.0,15.0,127.0,9.2,19.0,0.0,0.0,0.0
Tim Lester,34.0,128.0,3.5,26.0,2.0,52.0,348.0,6.6,21.0,0.0,2.0,1.0
Tim Manoa,245.0,959.0,3.5,44.0,7.0,41.0,316.0,6.8,32.0,2.0,8.0,4.0
Tim Newman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tim Spencer,474.0,1792.0,3.5,24.0,19.0,53.0,432.0,9.3,43.0,0.0,7.0,4.0
Tim Tindale,24.0,138.0,5.3,44.0,1.0,5.0,104.0,12.6,45.0,0.0,1.0,1.0
Tim Tyrrell,12.0,47.0,3.8,13.0,0.0,8.0,77.0,9.1,16.0,0.0,3.0,0.0
Tim Worley,599.0,2366.0,3.6,38.0,11.0,51.0,371.0,7.4,33.0,0.0,25.0,16.0
Timmy Brown,894.0,3880.0,4.4,61.0,32.0,235.0,3399.0,13.5,87.0,26.0,42.0,0.0
Timmy Newsome,348.0,1270.0,3.7,30.0,21.0,229.0,2109.0,9.7,52.0,12.0,11.0,4.0
Timmy Smith,241.0,944.0,3.3,58.0,5.0,10.0,60.0,5.3,16.0,0.0,4.0,1.0
Tiny Feather,2.0,4.0,2.0,0.0,0.0,5.0,64.0,14.6,22.0,0.0,0.0,0.0
Tiny Lewis,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tion Green,63.0,246.0,3.8,35.0,2.0,6.0,101.0,14.4,74.0,1.0,0.0,0.0
Tipp Mooney,46.0,193.0,7.3,64.0,0.0,4.0,84.0,26.3,61.0,1.0,1.0,0.0
Toben Opurum,1.0,2.0,2.0,2.0,0.0,5.0,40.0,9.6,12.0,0.0,0.0,0.0
Toby Gerhart,484.0,1976.0,4.1,67.0,7.0,114.0,911.0,7.6,42.0,3.0,8.0,7.0
Todd Fowler,16.0,36.0,1.9,6.0,0.0,17.0,113.0,7.8,19.0,0.0,1.0,0.0
Todd Gurley,1520.0,6403.0,4.1,71.0,71.0,253.0,2291.0,8.3,80.0,12.0,16.0,7.0
Todd McNair,155.0,840.0,5.3,47.0,3.0,271.0,2595.0,9.8,65.0,7.0,8.0,4.0
Todd Spencer,28.0,80.0,3.2,11.0,0.0,5.0,72.0,12.1,45.0,0.0,10.0,1.0
Toimi Jarvi,14.0,40.0,3.2,11.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Tom Bailey,60.0,186.0,2.8,15.0,1.0,28.0,194.0,6.7,24.0,1.0,3.0,0.0
Tom Barnett,81.0,263.0,3.3,19.0,1.0,7.0,52.0,9.2,14.0,1.0,3.0,0.0
Tom Barrington,168.0,530.0,2.9,22.0,3.0,41.0,278.0,7.6,29.0,1.0,6.0,0.0
Tom Beer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Burnette,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
Tom Bushby,7.0,9.0,0.8,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Tom Calvin,32.0,136.0,2.6,15.0,0.0,7.0,51.0,7.3,19.0,0.0,3.0,0.0
Tom Colella,84.0,299.0,3.9,34.0,2.0,8.0,63.0,7.4,20.0,2.0,4.0,0.0
Tom Donchez,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Farmer,95.0,307.0,2.3,17.0,3.0,26.0,302.0,10.9,48.0,2.0,3.0,0.0
Tom Hearden,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Henry,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Holleran,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Kalmanir,83.0,415.0,4.1,51.0,1.0,16.0,216.0,14.0,41.0,3.0,5.0,0.0
Tom Lopienski,0.0,0.0,,,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0
Tom Matte,1275.0,4964.0,3.7,80.0,48.0,257.0,2942.0,11.6,88.0,12.0,25.0,4.0
Tom McCormick,86.0,272.0,2.7,16.0,1.0,11.0,129.0,12.8,31.0,0.0,4.0,0.0
Tom McLaughlin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Michel,39.0,129.0,2.8,14.0,0.0,1.0,14.0,14.0,14.0,0.0,3.0,0.0
Tom Moore,682.0,2524.0,3.1,77.0,21.0,144.0,1157.0,8.0,45.0,10.0,14.0,0.0
Tom Moran,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Neumann,45.0,164.0,4.5,17.0,0.0,10.0,48.0,4.6,16.0,1.0,0.0,0.0
Tom Newton,190.0,778.0,4.4,51.0,9.0,53.0,381.0,6.7,18.0,0.0,3.0,1.0
Tom Nowatzke,392.0,1345.0,3.3,21.0,14.0,101.0,650.0,7.3,45.0,4.0,15.0,0.0
Tom Rathman,608.0,2307.0,3.8,35.0,30.0,358.0,3011.0,9.0,36.0,9.0,8.0,4.0
Tom Smiley,120.0,312.0,2.3,26.0,4.0,24.0,109.0,3.4,17.0,1.0,6.0,0.0
Tom Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tom Sullivan,876.0,3142.0,3.2,37.0,17.0,162.0,1286.0,8.0,35.0,5.0,21.0,0.0
Tom Tracy,848.0,3059.0,3.5,64.0,20.0,122.0,1603.0,12.3,65.0,14.0,31.0,1.0
Tom Watkins,468.0,1791.0,3.5,60.0,10.0,55.0,590.0,10.9,37.0,4.0,23.0,0.0
Tom Woodeshick,836.0,3577.0,4.1,57.0,21.0,126.0,1175.0,9.4,60.0,6.0,24.0,0.0
Tommie Agee,94.0,321.0,2.4,28.0,1.0,45.0,362.0,7.2,30.0,1.0,0.0,0.0
Tommy Bohanon,37.0,107.0,2.3,8.0,2.0,40.0,320.0,7.9,23.0,2.0,0.0,0.0
Tommy Cronin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tommy Dowler,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tommy Harmon,111.0,547.0,4.7,84.0,3.0,15.0,288.0,18.6,45.0,3.0,5.0,0.0
Tommy Holleran,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tommy Mason,1043.0,4218.0,3.6,71.0,32.0,215.0,2332.0,10.6,74.0,13.0,61.0,0.0
Tommy McMahon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tommy Murphy,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tommy Myers,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tommy Reamon,103.0,314.0,2.7,14.0,4.0,10.0,136.0,18.8,49.0,1.0,7.0,0.0
Tommy Runnels,116.0,386.0,3.1,17.0,0.0,7.0,60.0,7.0,22.0,1.0,7.0,0.0
Tommy Vardell,407.0,1434.0,3.1,54.0,19.0,120.0,1022.0,9.8,37.0,3.0,5.0,4.0
Tommy Vigorito,58.0,232.0,5.7,33.0,2.0,68.0,542.0,8.2,31.0,2.0,6.0,2.0
Tommy Wilson,508.0,2553.0,4.7,82.0,18.0,61.0,617.0,9.8,42.0,5.0,23.0,0.0
Tony Adamle,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tony Aiello,12.0,44.0,3.6,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Tony Baker,25.0,56.0,2.3,13.0,0.0,2.0,18.0,9.0,9.0,0.0,1.0,1.0
Tony Benjamin,19.0,68.0,3.2,10.0,0.0,6.0,42.0,6.8,9.0,0.0,0.0,0.0
Tony Boddie,5.0,17.0,3.9,8.0,1.0,10.0,100.0,11.1,26.0,0.0,0.0,0.0
Tony Brooks,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Tony Brooks James,36.0,191.0,3.2,52.0,2.0,2.0,16.0,8.0,12.0,0.0,0.0,0.0
Tony Burse,7.0,36.0,4.4,16.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Tony Canadeo,936.0,3715.0,3.3,54.0,23.0,66.0,548.0,8.6,46.0,3.0,24.0,0.0
Tony Cherry,24.0,107.0,4.6,16.0,1.0,0.0,0.0,,,0.0,2.0,0.0
