PLAYER,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Jim Poole,63.0,853.0,13.9,39.0,11.0,0.0,0.0,,,0.0,1.0,0.0
Jim Price,75.0,771.0,9.2,27.0,4.0,0.0,0.0,,,0.0,4.0,2.0
Jim Riggs,40.0,292.0,7.3,21.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Jim Seymour,21.0,385.0,17.1,53.0,5.0,1.0,-9.0,-9.0,-9.0,0.0,0.0,0.0
Jim Sheldon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Smith,118.0,2184.0,18.2,51.0,25.0,4.0,30.0,7.5,15.0,0.0,8.0,1.0
Jim Stifler,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Tarr,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Thaxton,39.0,615.0,16.0,41.0,5.0,3.0,-23.0,-7.7,-3.0,0.0,0.0,0.0
Jim Thornton,117.0,1473.0,12.8,36.0,8.0,1.0,4.0,4.0,4.0,0.0,5.0,4.0
Jim Turner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Tyree,13.0,106.0,7.9,32.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jim Whalen,205.0,3320.0,17.5,87.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Jim Woodruff,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jim Yeats,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmie Giles,406.0,5765.0,14.7,81.0,47.0,5.0,-3.0,-0.6,9.0,0.0,9.0,4.0
Jimmie Johnson,64.0,760.0,11.8,39.0,5.0,0.0,0.0,,,0.0,2.0,1.0
Jimmie Kennedy,4.0,55.0,13.8,32.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Cefalo,105.0,2036.0,17.9,76.0,15.0,0.0,0.0,,,0.0,5.0,2.0
Jimmy Childs,12.0,143.0,11.0,23.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Farris,7.0,118.0,14.8,42.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Graham,792.0,9449.0,11.8,66.0,99.0,2.0,3.0,1.5,3.0,0.0,9.0,5.0
Jimmy Hines,2.0,23.0,11.5,22.0,0.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Jimmy Oliver,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Orr,409.0,8056.0,20.0,84.0,66.0,15.0,122.0,8.2,29.0,0.0,8.0,0.0
Jimmy Raye,1.0,19.0,19.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Redmond,3.0,67.0,22.3,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jimmy Smith,902.0,12934.0,14.7,75.0,74.0,2.0,-1.0,-0.5,2.0,0.0,12.0,4.0
Jimmy Teal,21.0,282.0,13.3,47.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Jo Jo Townsell,70.0,1119.0,16.5,63.0,5.0,2.0,0.0,0.0,2.0,0.0,13.0,5.0
JoJo Natson,25.0,249.0,9.5,51.0,1.0,6.0,44.0,7.3,15.0,0.0,7.0,2.0
Jock Murray,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jody Fortson,3.0,46.0,13.5,36.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joe Adams,1.0,7.0,7.0,7.0,0.0,3.0,13.0,4.3,5.0,0.0,4.0,3.0
Joe Anderson,13.0,139.0,9.5,37.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Joe Caravello,14.0,131.0,8.8,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Crowley,14.0,291.0,21.8,67.0,3.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0
Joe Dean Davenport,13.0,111.0,8.9,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe DuMoe,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Duckworth,14.0,250.0,17.4,55.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Joe Hastings,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Hernandez,1.0,18.0,18.0,18.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Joe Horn,604.0,8794.0,14.8,76.0,58.0,14.0,54.0,3.9,16.0,0.0,9.0,5.0
Joe Jurevicius,340.0,4461.0,13.3,71.0,31.0,0.0,0.0,,,0.0,4.0,2.0
Joe Klopfenstein,38.0,426.0,11.6,36.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Joe Koontz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Kowalewski,5.0,18.0,3.1,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joe Krejci,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Milam,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Morrison,83.0,1149.0,13.1,68.0,12.0,76.0,303.0,4.0,20.0,2.0,2.0,0.0
Joe Parker,2.0,17.0,8.5,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Pierre,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Pilconis,11.0,113.0,10.4,19.0,1.0,3.0,26.0,7.8,0.0,0.0,0.0,0.0
Joe Planansky,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Rogers,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Rose,130.0,1753.0,13.9,50.0,15.0,0.0,0.0,,,0.0,0.0,0.0
Joe Senser,176.0,1960.0,10.7,58.0,16.0,2.0,1.0,0.5,2.0,0.0,4.0,2.0
Joe Sommers,2.0,42.0,21.0,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Stewart,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Sweet,10.0,173.0,15.3,52.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Joe Tofil,3.0,33.0,11.0,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Walton,184.0,2722.0,14.4,43.0,28.0,0.0,0.0,,,0.0,4.0,0.0
Joe Webb,15.0,98.0,5.9,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joe Weir,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Wendlick,15.0,151.0,10.7,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Zapustas,1.0,26.0,26.0,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Zelenka,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0
Joel Dreessen,183.0,2040.0,11.0,56.0,20.0,0.0,0.0,,,0.0,2.0,1.0
Joel Hitt,4.0,51.0,12.8,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
Joel Mason,34.0,390.0,11.7,25.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Joel Parker,51.0,585.0,11.3,58.0,6.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0
Joel Williams,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joey Clinkscales,13.0,240.0,16.7,57.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joey Galloway,724.0,11205.0,16.0,81.0,77.0,64.0,492.0,7.3,86.0,1.0,12.0,5.0
Joey Hackett,4.0,50.0,12.5,19.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joey Haynos,26.0,235.0,10.1,21.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Joey Jones,7.0,141.0,19.1,41.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
Joey Kent,13.0,159.0,13.3,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joey Maxwell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joey Mickey,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joey Smith,3.0,45.0,16.8,22.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Joey Walters,5.0,99.0,19.6,51.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Allred,30.0,281.0,8.9,26.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Arnold,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
John Bandura,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Bates,36.0,389.0,11.6,32.0,2.0,0.0,0.0,,,0.0,2.0,0.0
John Beasley,191.0,2012.0,10.3,40.0,15.0,0.0,0.0,,,0.0,1.0,0.0
John Bosdett,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Brandes,5.0,35.0,6.7,13.0,0.0,0.0,0.0,,,0.0,3.0,0.0
John Bronson,1.0,25.0,25.0,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Broussard,4.0,126.0,31.5,56.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John Brown,371.0,5456.0,15.3,75.0,37.0,14.0,49.0,3.4,13.0,0.0,2.0,1.0
John Burke,29.0,281.0,10.5,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Burrell,26.0,437.0,17.8,43.0,0.0,6.0,38.0,6.5,18.0,0.0,1.0,0.0
John Carlson,233.0,2445.0,10.2,42.0,17.0,0.0,0.0,,,0.0,1.0,1.0
John Chesley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John David Crow,31.0,531.0,15.4,54.0,5.0,4.0,4.0,1.2,3.0,0.0,0.0,0.0
John Davis,57.0,518.0,8.9,37.0,7.0,0.0,0.0,,,0.0,0.0,0.0
John Duff,1.0,5.0,5.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Durko,2.0,31.0,15.5,23.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John Eason,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Embree,33.0,519.0,15.7,79.0,5.0,0.0,0.0,,,0.0,0.0,0.0
John Evans,1.0,8.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Farquhar,18.0,266.0,14.8,42.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John FitzPatrick,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Floyd,17.0,266.0,17.8,40.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Ford,5.0,56.0,10.0,37.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Frank,73.0,738.0,10.0,38.0,12.0,2.0,-1.0,-0.5,2.0,0.0,2.0,2.0
John Garrett,2.0,29.0,14.5,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Gilliam,407.0,7450.0,17.9,84.0,54.0,36.0,309.0,8.7,48.0,2.0,12.0,0.0
John Gilmore,63.0,589.0,8.9,36.0,6.0,0.0,0.0,,,0.0,0.0,0.0
John Goode,3.0,23.0,8.2,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Granby,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Greene,173.0,2965.0,17.4,88.0,26.0,0.0,0.0,,,0.0,2.0,0.0
John Henry Mills,1.0,4.0,4.0,4.0,0.0,0.0,0.0,,,0.0,1.0,1.0
John Hightower,19.0,247.0,16.2,59.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
John Hilton,144.0,2047.0,14.4,66.0,16.0,1.0,15.0,15.0,15.0,0.0,2.0,0.0
John Holland,35.0,634.0,18.3,63.0,3.0,0.0,0.0,,,0.0,2.0,0.0
John Hurley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Hurst,2.0,20.0,10.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Isenbarger,10.0,67.0,6.8,18.0,0.0,1.0,-6.0,-6.0,-6.0,0.0,0.0,0.0
John Jackson,9.0,113.0,12.7,30.0,1.0,0.0,0.0,,,0.0,3.0,1.0
John Jefferson,374.0,6145.0,15.8,65.0,49.0,6.0,61.0,10.2,16.0,0.0,2.0,0.0
John Jones,8.0,60.0,6.9,18.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John Kimbrough,10.0,207.0,22.6,42.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Klumb,4.0,21.0,5.2,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Kovatch,6.0,67.0,9.9,23.0,0.0,0.0,0.0,,,0.0,1.0,0.0
John Lewis,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Lookabaugh,12.0,145.0,11.6,31.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John Love,18.0,267.0,17.2,35.0,2.0,0.0,0.0,,,0.0,8.0,0.0
John Mackey,348.0,5532.0,16.2,89.0,40.0,22.0,140.0,6.6,33.0,0.0,12.0,1.0
John Madsen,19.0,248.0,11.6,57.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Matthews,8.0,83.0,12.2,30.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John McKay,41.0,632.0,15.6,49.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John McLaughry,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John McMakin,48.0,726.0,15.1,78.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
John Metchie,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Mistler,75.0,770.0,10.8,31.0,4.0,0.0,0.0,,,0.0,1.0,1.0
John Mosier,4.0,89.0,22.2,53.0,0.0,4.0,31.0,7.8,29.0,0.0,0.0,0.0
John Nalbone,3.0,45.0,15.0,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Owens,26.0,215.0,7.5,25.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Phillips,70.0,582.0,7.7,52.0,6.0,0.0,0.0,,,0.0,0.0,0.0
John Powers,9.0,209.0,23.6,42.0,0.0,2.0,10.0,5.0,9.0,0.0,0.0,0.0
John Raine,0.0,0.0,,0.0,0.0,3.0,22.0,7.2,8.0,0.0,0.0,0.0
John Roderick,11.0,156.0,17.6,64.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John Rodgers,2.0,36.0,18.0,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Ross,67.0,1078.0,14.4,66.0,12.0,11.0,74.0,7.1,25.0,0.0,3.0,2.0
John Sawyer,132.0,1538.0,12.4,53.0,2.0,0.0,0.0,,,0.0,6.0,2.0
John Schneller,17.0,318.0,19.8,60.0,3.0,5.0,12.0,2.9,0.0,0.0,0.0,0.0
John Schultz,2.0,29.0,14.5,16.0,0.0,0.0,0.0,,,0.0,2.0,1.0
John Shirk,11.0,91.0,8.6,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Shonk,5.0,52.0,10.4,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Siegal,35.0,673.0,19.7,65.0,6.0,0.0,0.0,,,0.0,0.0,0.0
John Simons,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Spagnola,265.0,2915.0,11.1,57.0,15.0,0.0,0.0,,,0.0,9.0,6.0
John Spilis,27.0,446.0,17.8,39.0,1.0,0.0,0.0,,,0.0,1.0,0.0
John Stallworth,594.0,9777.0,16.8,75.0,75.0,9.0,111.0,7.1,47.0,1.0,17.0,5.0
John Standeford,30.0,439.0,13.4,45.0,0.0,0.0,0.0,,,0.0,1.0,1.0
John Stone,3.0,80.0,24.5,55.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Stonebraker,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Strada,2.0,32.0,16.0,16.0,0.0,0.0,0.0,,,0.0,2.0,0.0
John Sykes,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Talbot,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Talley,3.0,41.0,13.7,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Thompson,2.0,24.0,12.0,23.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Tice,162.0,1648.0,10.7,40.0,15.0,0.0,0.0,,,0.0,3.0,2.0
John Trahan,4.0,40.0,10.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Ursua,9.0,144.0,15.9,28.0,0.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
John Vesser,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Waerig,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Wallace,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Washington,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Weiss,9.0,162.0,19.2,39.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John White,20.0,357.0,18.3,49.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Wright,12.0,130.0,10.9,26.0,2.0,0.0,0.0,,,0.0,0.0,0.0
John Yonakor,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Yovicsin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnnie Barnes,14.0,191.0,13.4,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnnie Dirden,0.0,0.0,,,0.0,0.0,0.0,,,0.0,3.0,1.0
Johnnie Dixon,9.0,77.0,7.5,16.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Johnnie Lee Higgins,67.0,886.0,14.6,84.0,5.0,10.0,67.0,7.0,19.0,0.0,10.0,5.0
Johnnie McDaniel,99.0,1547.0,15.3,62.0,7.0,4.0,28.0,7.0,13.0,0.0,2.0,0.0
Johnnie Morant,8.0,90.0,12.8,20.0,0.0,0.0,0.0,,,0.0,2.0,2.0
Johnnie Morton,636.0,8857.0,14.5,98.0,44.0,47.0,409.0,8.6,39.0,0.0,9.0,4.0
Johnny Brewer,91.0,1282.0,13.8,55.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Druze,4.0,29.0,6.8,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Holton,36.0,651.0,19.7,64.0,5.0,9.0,85.0,9.1,29.0,0.0,4.0,3.0
Johnny Johnson III,3.0,32.0,9.5,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Knox,156.0,2623.0,17.3,81.0,14.0,1.0,2.0,2.0,2.0,0.0,7.0,4.0
Johnny McWilliams,77.0,716.0,9.3,26.0,9.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Mitchell,159.0,2103.0,13.3,65.0,16.0,0.0,0.0,,,0.0,3.0,2.0
Johnny Morris,314.0,4487.0,14.0,80.0,26.0,12.0,72.0,7.8,21.0,0.0,7.0,0.0
Johnny Mundt,64.0,566.0,8.6,34.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Perkins,171.0,2743.0,15.8,80.0,20.0,3.0,2.0,0.7,10.0,0.0,6.0,3.0
Johnny Ray Ambrose,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Rodgers,17.0,234.0,13.5,43.0,0.0,4.0,49.0,12.2,33.0,0.0,3.0,0.0
Johnny Tomaini,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Wilson,26.0,429.0,17.3,57.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Jon Baldwin,57.0,717.0,13.0,57.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Jon Blackman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jon Dekker,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jon Embree,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jon Henderson,28.0,390.0,11.6,56.0,6.0,0.0,0.0,,,0.0,2.0,0.0
Jon Staggers,94.0,1403.0,15.4,63.0,7.0,8.0,56.0,7.0,20.0,1.0,8.0,0.0
Jonathan Burrough,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jonathan Carter,15.0,273.0,21.6,62.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Jonathan Duhart,4.0,66.0,19.2,28.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jonathan Hayes,162.0,1811.0,10.7,49.0,13.0,0.0,0.0,,,0.0,4.0,3.0
Jonathan Holland,4.0,63.0,16.7,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jonathan Krause,13.0,100.0,6.8,22.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Jonathan Mingo,45.0,447.0,9.5,40.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Jonathan Orr,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jonathan Smith,8.0,77.0,9.5,19.0,1.0,3.0,12.0,4.0,8.0,0.0,1.0,0.0
Jonathan Stupar,44.0,386.0,8.1,35.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Jonnu Smith,190.0,2037.0,11.2,63.0,18.0,16.0,127.0,7.9,57.0,1.0,3.0,0.0
Jontre Kirklin,9.0,127.0,12.4,53.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Jordan Addison,71.0,933.0,13.3,62.0,10.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Jordan Akins,161.0,1854.0,11.3,53.0,10.0,2.0,7.0,3.5,4.0,0.0,3.0,3.0
Jordan Cameron,195.0,2279.0,11.0,81.0,16.0,0.0,0.0,,,0.0,2.0,0.0
Jordan Franks,11.0,87.0,7.3,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Kent,14.0,150.0,10.1,23.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Lasley,6.0,58.0,9.5,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Leggett,23.0,235.0,10.5,28.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Leslie,13.0,167.0,14.4,26.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Matthews,304.0,3653.0,12.6,78.0,23.0,0.0,0.0,,,0.0,4.0,2.0
Jordan Norwood,106.0,1103.0,11.0,51.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,5.0
Jordan Payton,3.0,16.0,5.3,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Reed,380.0,3875.0,10.0,38.0,30.0,1.0,18.0,18.0,18.0,0.0,7.0,5.0
Jordan Shipley,134.0,1358.0,9.4,64.0,5.0,1.0,4.0,4.0,4.0,0.0,3.0,2.0
Jordan Smallwood,2.0,44.0,22.0,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Taylor,47.0,653.0,14.4,57.0,5.0,0.0,0.0,,,0.0,2.0,1.0
Jordan Thomas,29.0,302.0,10.3,39.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Veasy,13.0,138.0,10.3,18.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Jordan White,6.0,70.0,12.8,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jordan Williams Lambert,5.0,49.0,10.7,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jordy Nelson,702.0,9705.0,14.4,93.0,80.0,1.0,-2.0,-2.0,-2.0,0.0,9.0,5.0
Joseph Fauria,36.0,389.0,11.3,26.0,9.0,0.0,0.0,,,0.0,0.0,0.0
Joseph Ngata,6.0,75.0,11.0,21.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Joseph Shipp,3.0,43.0,14.3,27.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Joseph Smith,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Ali,6.0,65.0,11.0,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Babicz,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Baker,9.0,102.0,10.4,22.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Josh Bellamy,119.0,1566.0,13.6,48.0,7.0,5.0,43.0,8.5,22.0,0.0,0.0,0.0
Josh Boyce,25.0,295.0,12.5,40.0,1.0,3.0,34.0,11.8,18.0,0.0,0.0,0.0
Josh Crockett,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Doctson,84.0,1139.0,15.1,57.0,8.0,1.0,-14.0,-14.0,-14.0,0.0,0.0,0.0
Josh Downs,72.0,820.0,12.3,59.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Josh Gordon,278.0,4785.0,17.1,95.0,22.0,6.0,89.0,14.8,34.0,0.0,1.0,1.0
Josh Hammond,12.0,124.0,16.5,33.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Hill,149.0,1440.0,8.6,46.0,18.0,2.0,-16.0,-8.0,-8.0,0.0,4.0,2.0
Josh Huff,59.0,609.0,10.7,44.0,4.0,7.0,32.0,4.4,10.0,1.0,2.0,1.0
Josh Imatorbhebhe,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Lenz,2.0,47.0,23.5,40.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Josh Malone,32.0,339.0,11.1,28.0,4.0,3.0,14.0,4.7,12.0,0.0,0.0,0.0
Josh Morgan,256.0,3187.0,12.5,65.0,15.0,14.0,146.0,10.4,21.0,0.0,5.0,1.0
Josh Oliver,46.0,405.0,7.9,40.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Josh Palmer,158.0,1874.0,12.2,79.0,11.0,3.0,16.0,5.3,6.0,0.0,2.0,1.0
Josh Pearson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Perkins,29.0,308.0,9.9,30.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Josh Reed,319.0,3648.0,11.9,52.0,10.0,15.0,60.0,4.0,16.0,0.0,5.0,3.0
Josh Reynolds,245.0,3372.0,14.2,40.0,22.0,10.0,61.0,5.2,16.0,0.0,3.0,2.0
Josh Whitman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Wilcox,7.0,71.0,9.3,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joshua Keur,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Josiah Deguara,43.0,398.0,8.5,62.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Josiah Price,1.0,9.0,9.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joyce Pipkin,2.0,28.0,14.0,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0
JuJu Smith Schuster,486.0,5580.0,11.5,97.0,35.0,5.0,31.0,7.0,13.0,1.0,8.0,5.0
Juaquin Iglesias,11.0,190.0,19.7,39.0,2.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
Jubilee Dunbar,29.0,521.0,19.3,65.0,4.0,3.0,3.0,1.0,13.0,0.0,1.0,0.0
Julian Edelman,794.0,8823.0,11.0,77.0,41.0,69.0,494.0,7.1,47.0,1.0,29.0,6.0
Julian Talley,12.0,136.0,12.4,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Julian Williams,1.0,4.0,4.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Julie Archoska,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
